scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s,noise_tier
normal_noise_high,12,12,random,12,800,0.1,800,140,48,92,54,200,57,25,32,31,1,0,0.43859649122807015,0.5614035087719298,0.0675,0.06,0.25,4.2,4.0,24,10,,False,12,1.0,20,0.001781874852895271,0.42000000000000004,1.0,,high
normal_noise_high,12,12,heuristic,12,800,0.1,800,323,258,65,294,142,57,18,39,39,0,0,0.3157894736842105,0.6842105263157895,0.3675,0.3225,0.1775,4.055555555555555,0.0,62,5,,False,12,1.0,12,0.004948250643792562,0.40555555555555556,0.5,,high
normal_noise_high,12,12,adaptive,12,800,0.1,800,344,277,67,328,69,57,28,29,29,0,0,0.49122807017543857,0.5087719298245614,0.41,0.34625,0.08625,3.9285714285714284,2.0,24,5,,False,12,1.0,11,1.14932887510804,0.39285714285714285,0.5,,high
normal_noise_high,13,13,sequential,12,800,0.1,800,141,51,90,62,0,61,31,30,24,6,0,0.5081967213114754,0.4918032786885246,0.0775,0.06375,0.0,5.580645161290323,5.0,17,5,,False,12,1.0,11,0.00025949993869289756,0.5580645161290323,0.5,,high
normal_noise_high,13,13,random,12,800,0.1,800,149,39,110,44,192,61,21,40,38,2,0,0.3442622950819672,0.6557377049180327,0.055,0.04875,0.24,4.190476190476191,2.0,20,23,,False,12,1.0,33,0.0019055001394008286,0.4190476190476191,2.3000000000000003,,high
normal_noise_high,13,13,heuristic,12,800,0.1,800,345,281,64,325,116,61,18,43,43,0,0,0.29508196721311475,0.7049180327868853,0.40625,0.35125,0.145,0.8333333333333334,0.0,7,7,,False,12,1.0,12,0.005250124777376186,0.08333333333333334,0.7000000000000001,,high
normal_noise_high,13,13,adaptive,12,800,0.1,800,379,305,74,355,62,61,30,31,31,0,0,0.4918032786885246,0.5081967213114754,0.44375,0.38125,0.0775,2.533333333333333,2.0,10,5,,False,12,1.0,11,1.1670813749879017,0.25333333333333335,0.5,,high
normal_noise_high,14,14,sequential,12,800,0.1,800,149,60,89,69,0,57,31,26,22,4,0,0.543859649122807,0.45614035087719296,0.08625,0.075,0.0,5.064516129032258,4.0,21,2,,False,12,1.0,11,0.0002674999268492684,0.5064516129032258,0.2,,high
normal_noise_high,14,14,random,12,800,0.1,800,163,66,97,69,182,57,28,29,27,2,0,0.49122807017543857,0.5087719298245614,0.08625,0.0825,0.2275,4.071428571428571,3.5,17,17,,False,12,1.0,39,0.00200700007553678,0.40714285714285714,1.7000000000000002,,high
normal_noise_high,14,14,heuristic,12,800,0.1,800,414,359,55,420,100,57,19,38,36,2,0,0.3333333333333333,0.6666666666666666,0.525,0.44875,0.125,1.4210526315789473,0.0,9,2,,False,12,1.0,12,0.0050743750398396514,0.14210526315789473,0.2,,high
normal_noise_high,14,14,adaptive,12,800,0.1,800,385,332,53,390,58,57,32,25,23,2,0,0.5614035087719298,0.43859649122807015,0.4875,0.415,0.0725,2.90625,2.0,13,2,,False,12,1.0,11,1.1599298749570153,0.290625,0.2,,high
normal_noise_high,15,15,sequential,12,800,0.1,800,149,50,99,62,0,57,31,26,21,5,0,0.543859649122807,0.45614035087719296,0.0775,0.0625,0.0,4.612903225806452,3.0,20,2,,False,12,1.0,11,0.0002613749893498607,0.46129032258064523,0.2,,high
normal_noise_high,15,15,random,12,800,0.1,800,143,38,105,53,177,57,21,36,33,3,0,0.3684210526315789,0.631578947368421,0.06625,0.0475,0.22125,6.380952380952381,5.0,28,6,,False,12,1.0,38,0.0019120003344141878,0.6380952380952382,0.6000000000000001,,high
normal_noise_high,15,15,heuristic,12,800,0.1,800,281,208,73,249,172,57,9,48,46,2,0,0.15789473684210525,0.8421052631578947,0.31125,0.26,0.215,1.0,0.0,6,2,,False,12,1.0,11,0.005130125755385961,0.1,0.2,,high
normal_noise_high,15,15,adaptive,12,800,0.1,800,333,257,76,308,66,57,25,32,32,0,0,0.43859649122807015,0.5614035087719298,0.385,0.32125,0.0825,3.4,2.0,21,2,,False,12,1.0,11,1.1736278741591377,0.34,0.2,,high
normal_noise_high,16,16,sequential,12,800,0.1,800,151,52,99,60,0,59,34,25,24,1,0,0.576271186440678,0.423728813559322,0.075,0.065,0.0,5.0588235294117645,4.0,17,2,,False,12,1.0,11,0.0002614998447825201,0.5058823529411764,0.2,,high
normal_noise_high,16,16,random,12,800,0.1,800,139,48,91,50,194,59,25,34,33,1,0,0.423728813559322,0.576271186440678,0.0625,0.06,0.2425,7.16,3.0,46,3,,False,12,1.0,29,0.001911624312924687,0.7160000000000001,0.30000000000000004,,high
normal_noise_high,16,16,heuristic,12,800,0.1,800,271,196,75,218,187,59,25,34,34,0,0,0.423728813559322,0.576271186440678,0.2725,0.245,0.23375,3.8,1.0,53,3,,False,12,1.0,12,0.004987874963262584,0.38,0.30000000000000004,,high
normal_noise_high,16,16,adaptive,12,800,0.1,800,341,273,68,324,70,59,32,27,26,1,0,0.5423728813559322,0.4576271186440678,0.405,0.34125,0.0875,3.09375,1.0,17,2,,False,12,1.0,11,1.137734874500893,0.309375,0.2,,high
normal_noise_high,17,17,sequential,12,800,0.1,800,156,62,94,74,0,71,42,29,26,3,0,0.5915492957746479,0.4084507042253521,0.0925,0.0775,0.0,5.023809523809524,4.0,23,17,,False,12,1.0,11,0.0002406247949693352,0.5023809523809524,1.7000000000000002,,high
normal_noise_high,17,17,random,12,800,0.1,800,150,56,94,64,198,71,28,43,42,1,0,0.39436619718309857,0.6056338028169014,0.08,0.07,0.2475,6.678571428571429,5.5,21,4,,False,12,1.0,27,0.0017943757484317757,0.6678571428571429,0.4,,high
normal_noise_high,17,17,heuristic,12,800,0.1,800,382,341,41,393,128,71,24,47,46,1,0,0.3380281690140845,0.6619718309859155,0.49125,0.42625,0.16,2.0,0.0,36,30,,False,12,1.0,13,0.005062999989604577,0.2,3.0,,high
normal_noise_high,17,17,adaptive,12,800,0.1,800,363,314,49,368,61,71,30,41,39,2,0,0.4225352112676056,0.5774647887323944,0.46,0.3925,0.07625,2.8333333333333335,2.5,9,29,,False,12,1.0,11,1.1460342492136988,0.2833333333333334,2.9000000000000004,,high
normal_noise_high,18,18,sequential,12,800,0.1,800,179,56,123,59,0,58,34,24,23,1,0,0.5862068965517241,0.41379310344827586,0.07375,0.07,0.0,4.5,5.0,10,2,,False,12,1.0,11,0.0002446251892251894,0.45,0.2,,high
normal_noise_high,18,18,random,12,800,0.1,800,143,36,107,41,191,58,22,36,36,0,0,0.3793103448275862,0.6206896551724138,0.05125,0.045,0.23875,6.318181818181818,5.0,20,2,,False,12,1.0,19,0.001900500174087938,0.6318181818181818,0.2,,high
normal_noise_high,18,18,heuristic,12,800,0.1,800,340,284,56,331,170,58,21,37,37,0,0,0.3620689655172414,0.6379310344827587,0.41375,0.355,0.2125,2.380952380952381,1.0,14,2,,False,12,1.0,11,0.004995375020371284,0.2380952380952381,0.2,,high
normal_noise_high,18,18,adaptive,12,800,0.1,800,343,280,63,314,77,58,27,31,30,1,0,0.46551724137931033,0.5344827586206896,0.3925,0.35,0.09625,3.1481481481481484,2.0,16,2,,False,12,1.0,11,1.1202451255667256,0.3148148148148149,0.2,,high
normal_noise_high,19,19,sequential,12,800,0.1,800,149,56,93,69,0,58,30,28,25,3,0,0.5172413793103449,0.4827586206896552,0.08625,0.07,0.0,4.8,4.5,17,17,,False,12,1.0,11,0.00024000011762836945,0.48,1.7000000000000002,,high
normal_noise_high,19,19,random,12,800,0.1,800,144,49,95,61,190,58,19,39,34,5,0,0.3275862068965517,0.6724137931034483,0.07625,0.06125,0.2375,8.0,8.0,20,1,,False,12,1.0,43,0.0017917494551511481,0.8,0.1,,high
normal_noise_high,19,19,heuristic,12,800,0.1,800,253,178,75,219,205,58,24,34,34,0,0,0.41379310344827586,0.5862068965517241,0.27375,0.2225,0.25625,4.0,1.0,37,3,,False,12,1.0,11,0.004988748587493319,0.4,0.30000000000000004,,high
normal_noise_high,19,19,adaptive,12,800,0.1,800,358,307,51,365,69,58,22,36,34,2,0,0.3793103448275862,0.6206896551724138,0.45625,0.38375,0.08625,6.0,3.5,34,13,,False,12,1.0,11,1.1345259999870905,0.6000000000000001,1.3,,high
