scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s,variant
changing_distribution,11,11,adaptive,12,800,0.1,800,538,533,5,552,6,79,37,42,42,0,2,0.46835443037974683,0.5316455696202531,0.69,0.66625,0.0075,11.135135135135135,8.0,34,0,,False,12,1.0,11,1.0984203746920684,1.1135135135135135,0.0,,D_prediction_exploration_freshness_trend
changing_distribution,11,11,adaptive,12,800,0.1,800,539,534,5,549,6,79,35,44,44,0,2,0.4430379746835443,0.5569620253164557,0.68625,0.6675,0.0075,11.057142857142857,6.0,35,0,,False,12,1.0,11,1.1196532511530677,1.1057142857142856,0.0,,E_full_policy
changing_distribution,11,11,adaptive,12,800,0.1,800,542,535,7,551,5,79,37,42,42,0,2,0.46835443037974683,0.5316455696202531,0.68875,0.66875,0.00625,8.54054054054054,4.0,35,0,,False,12,1.0,11,1.1371741254333756,0.8540540540540541,0.0,,F_full_policy_no_online_feedback
changing_distribution,12,12,adaptive,12,800,0.1,800,541,534,7,552,9,72,40,32,32,0,2,0.5555555555555556,0.4444444444444444,0.69,0.6675,0.01125,10.875,9.5,35,0,,False,12,1.0,11,1.1201457497736556,1.0875000000000001,0.0,,A_prediction_only
changing_distribution,12,12,adaptive,12,800,0.1,800,547,542,5,563,4,72,40,32,32,0,2,0.5555555555555556,0.4444444444444444,0.70375,0.6775,0.005,11.875,5.5,33,0,,False,12,1.0,11,1.1164680001456873,1.1875,0.0,,B_prediction_exploration
changing_distribution,12,12,adaptive,12,800,0.1,800,550,545,5,562,0,72,44,28,27,1,2,0.6111111111111112,0.3888888888888889,0.7025,0.68125,0.0,12.295454545454545,9.5,35,0,,False,12,1.0,11,1.1526182497254922,1.2295454545454545,0.0,,C_prediction_exploration_freshness
changing_distribution,12,12,adaptive,12,800,0.1,800,549,543,6,562,0,72,42,30,30,0,2,0.5833333333333334,0.4166666666666667,0.7025,0.67875,0.0,11.833333333333334,9.0,35,0,,False,12,1.0,11,1.1420981264018337,1.1833333333333333,0.0,,D_prediction_exploration_freshness_trend
changing_distribution,12,12,adaptive,12,800,0.1,800,548,543,5,564,0,72,47,25,25,0,2,0.6527777777777778,0.3472222222222222,0.705,0.67875,0.0,10.936170212765957,9.0,34,0,,False,12,1.0,11,1.132262125465786,1.0936170212765957,0.0,,E_full_policy
changing_distribution,12,12,adaptive,12,800,0.1,800,527,524,3,548,10,72,42,30,30,0,1,0.5833333333333334,0.4166666666666667,0.685,0.655,0.0125,11.69047619047619,8.5,33,0,,False,12,1.0,11,1.2163236249398324,1.1690476190476191,0.0,,F_full_policy_no_online_feedback
changing_distribution,13,13,adaptive,12,800,0.1,800,536,531,5,547,13,79,38,41,41,0,1,0.4810126582278481,0.5189873417721519,0.68375,0.66375,0.01625,13.68421052631579,8.5,34,1,,False,12,1.0,11,1.152753749556723,1.368421052631579,0.1,,A_prediction_only
changing_distribution,13,13,adaptive,12,800,0.1,800,540,536,4,553,10,79,38,41,40,1,0,0.4810126582278481,0.5189873417721519,0.69125,0.67,0.0125,12.0,7.5,34,1,,False,12,1.0,11,1.154963250628498,1.2000000000000002,0.1,,B_prediction_exploration
changing_distribution,13,13,adaptive,12,800,0.1,800,539,534,5,549,3,79,41,38,38,0,0,0.5189873417721519,0.4810126582278481,0.68625,0.6675,0.00375,11.121951219512194,5.0,34,1,,False,12,1.0,11,1.150285875046393,1.1121951219512194,0.1,,C_prediction_exploration_freshness
changing_distribution,13,13,adaptive,12,800,0.1,800,539,533,6,550,2,79,39,40,40,0,0,0.4936708860759494,0.5063291139240507,0.6875,0.66625,0.0025,12.512820512820513,6.0,35,1,,False,12,1.0,11,1.123110125263338,1.2512820512820513,0.1,,D_prediction_exploration_freshness_trend
changing_distribution,13,13,adaptive,12,800,0.1,800,543,538,5,552,1,79,44,35,35,0,0,0.5569620253164557,0.4430379746835443,0.69,0.6725,0.00125,11.909090909090908,7.5,34,1,,False,12,1.0,11,1.1493216248345561,1.190909090909091,0.1,,E_full_policy
changing_distribution,13,13,adaptive,12,800,0.1,800,538,530,8,545,5,79,41,38,38,0,1,0.5189873417721519,0.4810126582278481,0.68125,0.6625,0.00625,12.073170731707316,5.0,35,1,,False,12,1.0,11,1.148059500119416,1.2073170731707317,0.1,,F_full_policy_no_online_feedback
changing_distribution,14,14,adaptive,12,800,0.1,800,548,540,8,552,19,62,37,25,25,0,1,0.5967741935483871,0.4032258064516129,0.69,0.675,0.02375,15.27027027027027,12.0,35,0,,False,12,1.0,11,1.143748999966192,1.5270270270270272,0.0,,A_prediction_only
changing_distribution,14,14,adaptive,12,800,0.1,800,546,540,6,565,11,62,38,24,24,0,1,0.6129032258064516,0.3870967741935484,0.70625,0.675,0.01375,12.631578947368421,9.0,35,0,,False,12,1.0,11,1.0860763748496538,1.2631578947368423,0.0,,B_prediction_exploration
changing_distribution,14,14,adaptive,12,800,0.1,800,549,542,7,559,7,62,38,24,24,0,2,0.6129032258064516,0.3870967741935484,0.69875,0.6775,0.00875,12.947368421052632,8.0,32,0,,False,12,1.0,11,1.117725750154932,1.2947368421052632,0.0,,C_prediction_exploration_freshness
changing_distribution,14,14,adaptive,12,800,0.1,800,546,541,5,562,7,62,37,25,25,0,2,0.5967741935483871,0.4032258064516129,0.7025,0.67625,0.00875,12.027027027027026,7.0,35,0,,False,12,1.0,11,1.1052572496191715,1.2027027027027026,0.0,,D_prediction_exploration_freshness_trend
changing_distribution,14,14,adaptive,12,800,0.1,800,544,536,8,557,6,62,37,25,25,0,2,0.5967741935483871,0.4032258064516129,0.69625,0.67,0.0075,14.891891891891891,14.0,35,0,,False,12,1.0,11,1.1115590000918019,1.4891891891891893,0.0,,E_full_policy
changing_distribution,14,14,adaptive,12,800,0.1,800,544,537,7,560,9,62,38,24,24,0,2,0.6129032258064516,0.3870967741935484,0.7,0.67125,0.01125,12.605263157894736,7.0,35,0,,False,12,1.0,11,1.1328726247302257,1.2605263157894737,0.0,,F_full_policy_no_online_feedback
