scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s,variant
high_activity,1,1,adaptive,12,800,0.1,800,574,571,3,590,1,189,78,111,109,2,2,0.4126984126984127,0.5873015873015873,0.7375,0.71375,0.00125,12.705128205128204,11.0,35,0,,False,12,1.0,11,1.0669262499868637,1.2705128205128204,0.0,,E_full_policy
high_activity,1,1,adaptive,12,800,0.1,800,578,574,4,595,0,189,77,112,110,2,2,0.4074074074074074,0.5925925925925926,0.74375,0.7175,0.0,13.090909090909092,9.0,34,0,,False,12,1.0,11,1.0970348755654413,1.3090909090909093,0.0,,F_full_policy_no_online_feedback
high_activity,2,2,adaptive,12,800,0.1,800,602,598,4,610,2,214,79,135,134,1,3,0.3691588785046729,0.6308411214953271,0.7625,0.7475,0.0025,11.594936708860759,8.0,35,0,,False,12,1.0,11,1.122717250182177,1.159493670886076,0.0,,A_prediction_only
high_activity,2,2,adaptive,12,800,0.1,800,602,600,2,614,0,214,76,138,137,1,3,0.35514018691588783,0.6448598130841121,0.7675,0.75,0.0,11.460526315789474,8.0,35,0,,False,12,1.0,11,1.1515561240230454,1.1460526315789474,0.0,,B_prediction_exploration
high_activity,2,2,adaptive,12,800,0.1,800,578,575,3,588,0,214,82,132,131,1,3,0.38317757009345793,0.616822429906542,0.735,0.71875,0.0,11.28048780487805,6.5,35,0,,False,12,1.0,11,1.1966589999428834,1.128048780487805,0.0,,C_prediction_exploration_freshness
high_activity,2,2,adaptive,12,800,0.1,800,581,577,4,593,1,214,81,133,133,0,3,0.37850467289719625,0.6214953271028038,0.74125,0.72125,0.00125,10.246913580246913,6.0,35,0,,False,12,1.0,11,1.1322676246345509,1.0246913580246912,0.0,,D_prediction_exploration_freshness_trend
high_activity,2,2,adaptive,12,800,0.1,800,573,571,2,582,1,214,83,131,131,0,3,0.3878504672897196,0.6121495327102804,0.7275,0.71375,0.00125,11.240963855421686,7.0,35,0,,False,12,1.0,11,1.0942476253694622,1.1240963855421686,0.0,,E_full_policy
high_activity,2,2,adaptive,12,800,0.1,800,584,580,4,592,0,214,78,136,136,0,3,0.3644859813084112,0.6355140186915887,0.74,0.725,0.0,11.897435897435898,8.0,35,0,,False,12,1.0,11,1.151182125104242,1.1897435897435897,0.0,,F_full_policy_no_online_feedback
high_activity,3,3,adaptive,12,800,0.1,800,598,593,5,610,2,197,80,117,115,2,2,0.40609137055837563,0.5939086294416244,0.7625,0.74125,0.0025,12.8,10.0,35,1,,False,12,1.0,11,1.1111642500691232,1.2800000000000002,0.1,,A_prediction_only
high_activity,3,3,adaptive,12,800,0.1,800,603,596,7,611,0,197,81,116,115,1,2,0.41116751269035534,0.5888324873096447,0.76375,0.745,0.0,10.975308641975309,7.0,35,1,,False,12,1.0,11,1.125546875045984,1.097530864197531,0.1,,B_prediction_exploration
high_activity,3,3,adaptive,12,800,0.1,800,576,569,7,584,0,197,78,119,116,3,1,0.39593908629441626,0.6040609137055838,0.73,0.71125,0.0,13.076923076923077,10.0,35,1,,False,12,1.0,11,1.1312874998839106,1.3076923076923077,0.1,,C_prediction_exploration_freshness
high_activity,3,3,adaptive,12,800,0.1,800,577,571,6,590,1,197,86,111,110,1,0,0.4365482233502538,0.5634517766497462,0.7375,0.71375,0.00125,11.674418604651162,9.0,34,1,,False,12,1.0,11,1.0760670001036488,1.1674418604651162,0.1,,D_prediction_exploration_freshness_trend
high_activity,3,3,adaptive,12,800,0.1,800,575,567,8,581,0,197,76,121,119,2,2,0.38578680203045684,0.6142131979695431,0.72625,0.70875,0.0,12.223684210526315,9.0,38,1,,False,12,1.0,11,1.120660374945146,1.2223684210526315,0.1,,E_full_policy
high_activity,3,3,adaptive,12,800,0.1,800,584,578,6,590,0,197,76,121,119,2,1,0.38578680203045684,0.6142131979695431,0.7375,0.7225,0.0,11.421052631578947,7.5,35,1,,False,12,1.0,11,1.1008213754394092,1.1421052631578947,0.1,,F_full_policy_no_online_feedback
high_activity,4,4,adaptive,12,800,0.1,800,595,591,4,613,0,204,82,122,120,2,2,0.4019607843137255,0.5980392156862745,0.76625,0.73875,0.0,12.963414634146341,9.0,38,0,,False,12,1.0,11,1.0851541251395247,1.2963414634146342,0.0,,A_prediction_only
high_activity,4,4,adaptive,12,800,0.1,800,592,587,5,604,0,204,83,121,120,1,2,0.4068627450980392,0.5931372549019608,0.755,0.73375,0.0,10.301204819277109,6.0,35,0,,False,12,1.0,11,1.1228029998528655,1.030120481927711,0.0,,B_prediction_exploration
high_activity,4,4,adaptive,12,800,0.1,800,579,571,8,588,0,204,84,120,119,1,0,0.4117647058823529,0.5882352941176471,0.735,0.71375,0.0,12.130952380952381,8.5,35,0,,False,12,1.0,11,1.9125268755306024,1.2130952380952382,0.0,,C_prediction_exploration_freshness
high_activity,4,4,adaptive,12,800,0.1,800,567,560,7,581,0,204,79,125,123,2,2,0.3872549019607843,0.6127450980392157,0.72625,0.7,0.0,12.759493670886076,10.0,35,0,,False,12,1.0,11,3.506644625667832,1.2759493670886077,0.0,,D_prediction_exploration_freshness_trend
high_activity,4,4,adaptive,12,800,0.1,800,575,568,7,587,0,204,94,110,110,0,2,0.46078431372549017,0.5392156862745098,0.73375,0.71,0.0,11.23404255319149,6.0,35,0,,False,12,1.0,11,3.472984749787429,1.123404255319149,0.0,,E_full_policy
high_activity,4,4,adaptive,12,800,0.1,800,576,571,5,586,0,204,87,117,117,0,3,0.4264705882352941,0.5735294117647058,0.7325,0.71375,0.0,12.35632183908046,8.0,35,0,,False,12,1.0,11,3.52764350027428,1.235632183908046,0.0,,F_full_policy_no_online_feedback
high_activity,5,5,adaptive,12,800,0.1,800,593,589,4,612,1,190,82,108,108,0,1,0.43157894736842106,0.5684210526315789,0.765,0.73625,0.00125,10.890243902439025,8.0,35,0,,False,12,1.0,11,3.4680003754328936,1.0890243902439025,0.0,,A_prediction_only
high_activity,5,5,adaptive,12,800,0.1,800,589,583,6,604,0,190,76,114,113,1,1,0.4,0.6,0.755,0.72875,0.0,11.223684210526315,8.0,35,0,,False,12,1.0,11,3.5107436255930224,1.1223684210526315,0.0,,B_prediction_exploration
high_activity,5,5,adaptive,12,800,0.1,800,564,561,3,582,1,190,74,116,116,0,1,0.3894736842105263,0.6105263157894737,0.7275,0.70125,0.00125,11.5,8.5,35,0,,False,12,1.0,11,3.487277125423134,1.1500000000000001,0.0,,C_prediction_exploration_freshness
high_activity,5,5,adaptive,12,800,0.1,800,560,555,5,578,1,190,72,118,118,0,1,0.37894736842105264,0.6210526315789474,0.7225,0.69375,0.00125,13.98611111111111,10.5,35,0,,False,12,1.0,11,3.494342000267352,1.3986111111111112,0.0,,D_prediction_exploration_freshness_trend
high_activity,5,5,adaptive,12,800,0.1,800,564,559,5,580,0,190,79,111,111,0,1,0.41578947368421054,0.5842105263157895,0.725,0.69875,0.0,11.354430379746836,7.0,35,0,,False,12,1.0,11,3.4427703742767335,1.1354430379746836,0.0,,E_full_policy
high_activity,5,5,adaptive,12,800,0.1,800,567,562,5,584,1,190,72,118,117,1,1,0.37894736842105264,0.6210526315789474,0.73,0.7025,0.00125,11.208333333333334,9.0,35,0,,False,12,1.0,11,3.438219125564501,1.1208333333333333,0.0,,F_full_policy_no_online_feedback
high_activity,6,6,adaptive,12,800,0.1,800,610,606,4,624,0,186,89,97,96,1,3,0.478494623655914,0.521505376344086,0.78,0.7575,0.0,11.97752808988764,9.0,36,1,,False,12,1.0,11,3.4734373753963155,1.1977528089887641,0.1,,A_prediction_only
high_activity,6,6,adaptive,12,800,0.1,800,598,594,4,608,0,186,83,103,102,1,4,0.44623655913978494,0.553763440860215,0.76,0.7425,0.0,13.72289156626506,11.0,36,1,,False,12,1.0,11,3.407930625580775,1.372289156626506,0.1,,B_prediction_exploration
high_activity,6,6,adaptive,12,800,0.1,800,578,574,4,587,0,186,78,108,108,0,3,0.41935483870967744,0.5806451612903226,0.73375,0.7175,0.0,14.782051282051283,14.0,36,1,,False,12,1.0,11,3.4537408756659715,1.4782051282051283,0.1,,C_prediction_exploration_freshness
high_activity,6,6,adaptive,12,800,0.1,800,583,579,4,591,0,186,77,109,108,1,4,0.41397849462365593,0.5860215053763441,0.73875,0.72375,0.0,13.818181818181818,12.0,36,1,,False,12,1.0,11,3.396181125426665,1.3818181818181818,0.1,,D_prediction_exploration_freshness_trend
high_activity,6,6,adaptive,12,800,0.1,800,583,579,4,593,0,186,90,96,96,0,4,0.4838709677419355,0.5161290322580645,0.74125,0.72375,0.0,12.9,12.0,36,1,,False,12,1.0,11,3.448036125082581,1.29,0.1,,E_full_policy
high_activity,6,6,adaptive,12,800,0.1,800,589,583,6,598,0,186,78,108,108,0,3,0.41935483870967744,0.5806451612903226,0.7475,0.72875,0.0,12.256410256410257,11.0,36,1,,False,12,1.0,11,3.448920125265431,1.2256410256410257,0.1,,F_full_policy_no_online_feedback
high_activity,7,7,adaptive,12,800,0.1,800,599,596,3,613,1,221,84,137,136,1,3,0.38009049773755654,0.6199095022624435,0.76625,0.745,0.00125,10.488095238095237,6.0,48,1,,False,12,1.0,11,3.5263223750007455,1.0488095238095239,0.1,,A_prediction_only
high_activity,7,7,adaptive,12,800,0.1,800,598,594,4,611,1,221,88,133,131,2,1,0.39819004524886875,0.6018099547511312,0.76375,0.7425,0.00125,9.943181818181818,8.0,35,1,,False,12,1.0,11,3.552004125522217,0.9943181818181819,0.1,,B_prediction_exploration
high_activity,7,7,adaptive,12,800,0.1,800,581,577,4,589,1,221,85,136,136,0,2,0.38461538461538464,0.6153846153846154,0.73625,0.72125,0.00125,10.023529411764706,8.0,35,1,,False,12,1.0,11,3.558037250113557,1.0023529411764707,0.1,,C_prediction_exploration_freshness
high_activity,7,7,adaptive,12,800,0.1,800,576,570,6,587,1,221,80,141,141,0,2,0.36199095022624433,0.6380090497737556,0.73375,0.7125,0.00125,11.3875,8.5,35,1,,False,12,1.0,11,3.4865098749651224,1.13875,0.1,,D_prediction_exploration_freshness_trend
high_activity,7,7,adaptive,12,800,0.1,800,575,571,4,590,1,221,82,139,139,0,2,0.37104072398190047,0.6289592760180995,0.7375,0.71375,0.00125,10.963414634146341,8.0,36,1,,False,12,1.0,11,3.5290161249940866,1.0963414634146342,0.1,,E_full_policy
high_activity,7,7,adaptive,12,800,0.1,800,584,579,5,594,0,221,74,147,146,1,2,0.334841628959276,0.665158371040724,0.7425,0.72375,0.0,10.405405405405405,7.0,34,1,,False,12,1.0,11,3.504846874784562,1.0405405405405406,0.1,,F_full_policy_no_online_feedback
high_activity,8,8,adaptive,12,800,0.1,800,597,596,1,612,3,213,83,130,129,1,1,0.38967136150234744,0.6103286384976526,0.765,0.745,0.00375,10.698795180722891,7.0,35,1,,False,12,1.0,11,3.5296456247669994,1.069879518072289,0.1,,A_prediction_only
high_activity,8,8,adaptive,12,800,0.1,800,603,600,3,614,1,213,93,120,120,0,1,0.43661971830985913,0.5633802816901409,0.7675,0.75,0.00125,9.86021505376344,7.0,35,1,,False,12,1.0,11,3.629281249923224,0.986021505376344,0.1,,B_prediction_exploration
high_activity,8,8,adaptive,12,800,0.1,800,582,578,4,591,1,213,79,134,133,1,1,0.37089201877934275,0.6291079812206573,0.73875,0.7225,0.00125,12.063291139240507,8.0,35,1,,False,12,1.0,11,3.3874901250965195,1.2063291139240508,0.1,,C_prediction_exploration_freshness
high_activity,8,8,adaptive,12,800,0.1,800,579,576,3,590,0,213,86,127,126,1,1,0.40375586854460094,0.596244131455399,0.7375,0.72,0.0,11.779069767441861,9.0,35,1,,False,12,1.0,11,3.450673999868741,1.177906976744186,0.1,,D_prediction_exploration_freshness_trend
high_activity,8,8,adaptive,12,800,0.1,800,575,572,3,586,0,213,85,128,128,0,1,0.39906103286384975,0.6009389671361502,0.7325,0.715,0.0,12.729411764705882,8.0,35,1,,False,12,1.0,11,3.466948373570631,1.2729411764705882,0.1,,E_full_policy
high_activity,8,8,adaptive,12,800,0.1,800,580,578,2,596,0,213,86,127,126,1,1,0.40375586854460094,0.596244131455399,0.745,0.7225,0.0,11.918604651162791,7.5,35,1,,False,12,1.0,11,3.3880136256630067,1.1918604651162792,0.1,,F_full_policy_no_online_feedback
high_activity,9,9,adaptive,12,800,0.1,800,595,595,0,609,0,188,77,111,110,1,1,0.4095744680851064,0.5904255319148937,0.76125,0.74375,0.0,11.324675324675324,7.0,35,0,,False,12,1.0,11,3.366836625173164,1.1324675324675324,0.0,,A_prediction_only
high_activity,9,9,adaptive,12,800,0.1,800,584,583,1,605,0,188,81,107,106,1,2,0.4308510638297872,0.5691489361702128,0.75625,0.72875,0.0,11.308641975308642,8.0,35,0,,False,12,1.0,11,3.477580749349727,1.1308641975308642,0.0,,B_prediction_exploration
high_activity,9,9,adaptive,12,800,0.1,800,578,574,4,594,0,188,75,113,113,0,1,0.39893617021276595,0.601063829787234,0.7425,0.7175,0.0,11.706666666666667,9.0,35,0,,False,12,1.0,11,3.478251624983386,1.1706666666666667,0.0,,C_prediction_exploration_freshness
high_activity,9,9,adaptive,12,800,0.1,800,581,578,3,591,1,188,79,109,109,0,1,0.42021276595744683,0.5797872340425532,0.73875,0.7225,0.00125,12.405063291139241,10.0,35,0,,False,12,1.0,11,3.468462374949013,1.2405063291139242,0.0,,D_prediction_exploration_freshness_trend
high_activity,9,9,adaptive,12,800,0.1,800,572,569,3,591,1,188,87,101,100,1,1,0.4627659574468085,0.5372340425531915,0.73875,0.71125,0.00125,11.482758620689655,8.0,34,0,,False,12,1.0,11,3.4043944996301434,1.1482758620689655,0.0,,E_full_policy
high_activity,9,9,adaptive,12,800,0.1,800,577,574,3,592,0,188,68,120,118,2,2,0.3617021276595745,0.6382978723404256,0.74,0.7175,0.0,14.308823529411764,12.0,35,0,,False,12,1.0,11,3.404272000443598,1.4308823529411765,0.0,,F_full_policy_no_online_feedback
high_activity,10,10,adaptive,12,800,0.1,800,607,605,2,621,0,209,84,125,123,2,1,0.4019138755980861,0.5980861244019139,0.77625,0.75625,0.0,10.202380952380953,8.0,35,0,,False,12,1.0,11,3.4161444993151235,1.0202380952380954,0.0,,A_prediction_only
high_activity,10,10,adaptive,12,800,0.1,800,597,594,3,609,0,209,80,129,128,1,1,0.3827751196172249,0.6172248803827751,0.76125,0.7425,0.0,10.2125,7.0,35,0,,False,12,1.0,11,3.4374085002127686,1.02125,0.0,,B_prediction_exploration
high_activity,10,10,adaptive,12,800,0.1,800,574,572,2,588,0,209,82,127,125,2,1,0.3923444976076555,0.6076555023923444,0.735,0.715,0.0,10.109756097560975,5.0,33,0,,False,12,1.0,11,3.464546999675804,1.0109756097560976,0.0,,C_prediction_exploration_freshness
high_activity,10,10,adaptive,12,800,0.1,800,577,571,6,587,0,209,81,128,126,2,1,0.3875598086124402,0.6124401913875598,0.73375,0.71375,0.0,10.54320987654321,6.0,34,0,,False,12,1.0,11,3.36695875008445,1.0543209876543211,0.0,,D_prediction_exploration_freshness_trend
high_activity,10,10,adaptive,12,800,0.1,800,583,578,5,592,0,209,92,117,115,2,0,0.44019138755980863,0.5598086124401914,0.74,0.7225,0.0,9.880434782608695,5.0,35,0,,False,12,1.0,11,1.0662311244595912,0.9880434782608696,0.0,,E_full_policy
high_activity,10,10,adaptive,12,800,0.1,800,581,580,1,596,1,209,85,124,123,1,0,0.40669856459330145,0.5933014354066986,0.745,0.725,0.00125,7.929411764705883,4.0,34,0,,False,12,1.0,11,1.0614771239852416,0.7929411764705883,0.0,,F_full_policy_no_online_feedback
high_activity,11,11,adaptive,12,800,0.1,800,592,589,3,614,0,199,81,118,117,1,1,0.40703517587939697,0.592964824120603,0.7675,0.73625,0.0,12.74074074074074,8.0,35,0,,False,12,1.0,11,1.0629507502744673,1.2740740740740741,0.0,,A_prediction_only
high_activity,11,11,adaptive,12,800,0.1,800,583,581,2,610,0,199,76,123,118,5,1,0.38190954773869346,0.6180904522613065,0.7625,0.72625,0.0,11.447368421052632,7.0,35,0,,False,12,1.0,11,1.0589821243775077,1.1447368421052633,0.0,,B_prediction_exploration
high_activity,11,11,adaptive,12,800,0.1,800,576,574,2,588,1,199,89,110,109,1,1,0.4472361809045226,0.5527638190954773,0.735,0.7175,0.00125,12.123595505617978,10.0,34,0,,False,12,1.0,11,1.0553952500777086,1.212359550561798,0.0,,C_prediction_exploration_freshness
high_activity,11,11,adaptive,12,800,0.1,800,572,570,2,585,1,199,77,122,120,2,1,0.3869346733668342,0.6130653266331658,0.73125,0.7125,0.00125,13.675324675324676,13.0,35,0,,False,12,1.0,11,1.0540267496253364,1.3675324675324676,0.0,,D_prediction_exploration_freshness_trend
high_activity,11,11,adaptive,12,800,0.1,800,571,567,4,588,0,199,82,117,116,1,1,0.4120603015075377,0.5879396984924623,0.735,0.70875,0.0,12.475609756097562,11.0,34,0,,False,12,1.0,11,1.0593559999324498,1.2475609756097563,0.0,,E_full_policy
high_activity,11,11,adaptive,12,800,0.1,800,572,569,3,588,2,199,75,124,122,2,1,0.3768844221105528,0.6231155778894473,0.735,0.71125,0.0025,12.933333333333334,13.0,39,0,,False,12,1.0,11,1.0461696244237828,1.2933333333333334,0.0,,F_full_policy_no_online_feedback
high_activity,12,12,adaptive,12,800,0.1,800,593,592,1,609,2,199,82,117,117,0,3,0.4120603015075377,0.5879396984924623,0.76125,0.74,0.0025,10.097560975609756,6.5,35,0,,False,12,1.0,11,1.0678112492678338,1.0097560975609756,0.0,,A_prediction_only
high_activity,12,12,adaptive,12,800,0.1,800,584,581,3,597,0,199,84,115,114,1,2,0.4221105527638191,0.5778894472361809,0.74625,0.72625,0.0,10.845238095238095,6.0,53,0,,False,12,1.0,11,1.063355125261296,1.0845238095238094,0.0,,B_prediction_exploration
high_activity,12,12,adaptive,12,800,0.1,800,569,566,3,585,3,199,76,123,121,2,3,0.38190954773869346,0.6180904522613065,0.73125,0.7075,0.00375,11.328947368421053,8.0,35,0,,False,12,1.0,11,1.0858753749198513,1.1328947368421054,0.0,,C_prediction_exploration_freshness
high_activity,12,12,adaptive,12,800,0.1,800,574,569,5,587,1,199,73,126,124,2,3,0.36683417085427134,0.6331658291457286,0.73375,0.71125,0.00125,10.835616438356164,8.0,33,0,,False,12,1.0,11,1.0798196243558777,1.0835616438356164,0.0,,D_prediction_exploration_freshness_trend
high_activity,12,12,adaptive,12,800,0.1,800,576,573,3,586,2,199,77,122,121,1,3,0.3869346733668342,0.6130653266331658,0.7325,0.71625,0.0025,9.480519480519481,6.0,35,0,,False,12,1.0,11,1.082344749920594,0.9480519480519481,0.0,,E_full_policy
high_activity,12,12,adaptive,12,800,0.1,800,571,566,5,584,2,199,78,121,120,1,3,0.39195979899497485,0.6080402010050251,0.73,0.7075,0.0025,11.23076923076923,6.5,35,0,,False,12,1.0,11,1.1110726249899017,1.123076923076923,0.0,,F_full_policy_no_online_feedback
high_activity,13,13,adaptive,12,800,0.1,800,603,598,5,612,0,199,73,126,126,0,0,0.36683417085427134,0.6331658291457286,0.765,0.7475,0.0,11.0,8.0,37,1,,False,12,1.0,11,1.1017987498053117,1.1,0.1,,A_prediction_only
