scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s
dynamic,8,8,sequential,12,800,0.1,800,144,125,19,127,0,131,68,63,62,1,1,0.5190839694656488,0.48091603053435117,0.15875,0.15625,0.0,4.176470588235294,4.0,11.0,1.0,12.0,False,12,1.0,11,0.0005508743925020099,0.4176470588235295,0.1,1.2000000000000002
dynamic,8,8,random,12,800,0.1,800,148,136,12,139,224,131,60,71,70,1,1,0.4580152671755725,0.5419847328244275,0.17375,0.17,0.28,5.016666666666667,2.5,31.0,2.0,16.0,False,12,1.0,17,0.003957749795517884,0.5016666666666667,0.2,1.6
dynamic,8,8,heuristic,12,800,0.1,800,370,361,9,372,224,131,32,99,99,0,2,0.24427480916030533,0.7557251908396947,0.465,0.45125,0.28,5.40625,0.5,35.0,1.0,133.0,False,12,1.0,11,0.010680749655875843,0.540625,0.1,13.3
dynamic,8,8,adaptive,12,800,0.1,800,466,457,9,477,36,131,50,81,81,0,1,0.3816793893129771,0.6183206106870229,0.59625,0.57125,0.045,6.7,3.0,32.0,1.0,12.0,False,12,1.0,11,2.3146083742176415,0.67,0.1,1.2000000000000002
dynamic,9,9,sequential,12,800,0.1,800,171,160,11,162,0,117,72,45,45,0,0,0.6153846153846154,0.38461538461538464,0.2025,0.2,0.0,4.25,3.0,23.0,4.0,12.0,False,12,1.0,11,0.0005721251727663912,0.42500000000000004,0.4,1.2000000000000002
dynamic,9,9,random,12,800,0.1,800,150,134,16,137,239,117,55,62,61,1,0,0.4700854700854701,0.5299145299145299,0.17125,0.1675,0.29875,6.454545454545454,4.0,24.0,26.0,14.0,False,12,1.0,46,0.0043907500366913155,0.6454545454545455,2.6,1.4000000000000001
dynamic,9,9,heuristic,12,800,0.1,800,385,377,8,387,229,117,39,78,78,0,0,0.3333333333333333,0.6666666666666666,0.48375,0.47125,0.28625,6.256410256410256,0.0,56.0,4.0,33.0,False,12,1.0,13,0.010669250223145355,0.6256410256410256,0.4,3.3000000000000003
dynamic,9,9,adaptive,12,800,0.1,800,532,526,6,542,4,117,44,73,73,0,0,0.37606837606837606,0.6239316239316239,0.6775,0.6575,0.005,10.477272727272727,8.0,30.0,4.0,12.0,False,12,1.0,11,2.3090846251579933,1.0477272727272726,0.4,1.2000000000000002
dynamic,10,10,sequential,12,800,0.1,800,138,122,16,126,0,122,65,57,55,2,0,0.5327868852459017,0.4672131147540984,0.1575,0.1525,0.0,4.046153846153846,4.0,11.0,1.0,0.0,False,12,1.0,11,0.0005809996582684107,0.4046153846153846,0.1,0.0
dynamic,10,10,random,12,800,0.1,800,150,134,16,145,197,122,61,61,57,4,0,0.5,0.5,0.18125,0.1675,0.24625,6.819672131147541,4.0,30.0,3.0,4.0,False,12,1.0,44,0.003931875035050325,0.6819672131147541,0.30000000000000004,0.4
dynamic,10,10,heuristic,12,800,0.1,800,434,427,7,447,160,122,31,91,91,0,1,0.2540983606557377,0.7459016393442623,0.55875,0.53375,0.2,5.419354838709677,1.0,30.0,1.0,32.0,False,12,1.0,11,0.010570875165285543,0.5419354838709677,0.1,3.2
dynamic,10,10,adaptive,12,800,0.1,800,492,485,7,501,20,122,45,77,77,0,0,0.36885245901639346,0.6311475409836066,0.62625,0.60625,0.025,6.5777777777777775,3.0,30.0,1.0,48.0,False,12,1.0,11,2.3443516247789375,0.6577777777777778,0.1,4.800000000000001
dynamic,11,11,sequential,12,800,0.1,800,162,150,12,153,0,123,72,51,50,1,0,0.5853658536585366,0.4146341463414634,0.19125,0.1875,0.0,4.333333333333333,4.0,11.0,1.0,24.0,False,12,1.0,11,0.0005915004658163525,0.43333333333333335,0.1,2.4000000000000004
dynamic,11,11,random,12,800,0.1,800,174,163,11,165,201,123,63,60,60,0,1,0.5121951219512195,0.4878048780487805,0.20625,0.20375,0.25125,5.111111111111111,2.0,33.0,0.0,8.0,False,12,1.0,32,0.003983500137110241,0.5111111111111111,0.0,0.8
dynamic,11,11,heuristic,12,800,0.1,800,385,378,7,396,215,123,31,92,92,0,2,0.25203252032520324,0.7479674796747967,0.495,0.4725,0.26875,2.2903225806451615,0.0,24.0,1.0,324.0,False,12,1.0,12,0.011536125239217654,0.22903225806451616,0.1,32.4
dynamic,11,11,adaptive,12,800,0.1,800,522,518,4,536,8,123,53,70,69,1,1,0.43089430894308944,0.5691056910569106,0.67,0.6475,0.01,6.60377358490566,3.0,33.0,1.0,48.0,False,12,1.0,11,2.3439126246375963,0.6603773584905661,0.1,4.800000000000001
dynamic,12,12,sequential,12,800,0.1,800,159,144,15,148,0,125,75,50,49,1,0,0.6,0.4,0.185,0.18,0.0,4.08,3.0,13.0,1.0,12.0,False,12,1.0,11,0.0005838748256792314,0.40800000000000003,0.1,1.2000000000000002
dynamic,12,12,random,12,800,0.1,800,141,133,8,136,209,125,57,68,68,0,1,0.456,0.544,0.17,0.16625,0.26125,5.807017543859649,4.0,33.0,5.0,17.0,False,12,1.0,20,0.004144124468439259,0.5807017543859649,0.5,1.7000000000000002
dynamic,12,12,heuristic,12,800,0.1,800,457,446,11,459,121,125,37,88,88,0,1,0.296,0.704,0.57375,0.5575,0.15125,5.486486486486487,0.0,52.0,1.0,235.0,False,12,1.0,12,0.010271624887536746,0.5486486486486487,0.1,23.5
dynamic,12,12,adaptive,12,800,0.1,800,521,514,7,527,4,125,50,75,75,0,1,0.4,0.6,0.65875,0.6425,0.005,6.84,4.0,33.0,1.0,12.0,False,12,1.0,11,2.38175374968705,0.684,0.1,1.2000000000000002
dynamic,13,13,sequential,12,800,0.1,800,156,142,14,142,0,133,68,65,65,0,1,0.5112781954887218,0.48872180451127817,0.1775,0.1775,0.0,4.132352941176471,3.5,11.0,1.0,24.0,False,12,1.0,11,0.0005698754466720857,0.41323529411764715,0.1,2.4000000000000004
dynamic,13,13,random,12,800,0.1,800,145,129,16,129,221,133,55,78,78,0,1,0.41353383458646614,0.5864661654135338,0.16125,0.16125,0.27625,4.890909090909091,3.0,33.0,8.0,27.0,False,12,1.0,33,0.003999625041615218,0.4890909090909091,0.8,2.7
dynamic,13,13,heuristic,12,800,0.1,800,392,385,7,394,216,133,36,97,96,1,2,0.2706766917293233,0.7293233082706767,0.4925,0.48125,0.27,2.361111111111111,0.0,22.0,1.0,154.0,False,12,1.0,12,0.010352500394219533,0.23611111111111113,0.1,15.4
dynamic,13,13,adaptive,12,800,0.1,800,531,525,6,540,0,133,56,77,77,0,2,0.42105263157894735,0.5789473684210527,0.675,0.65625,0.0,7.428571428571429,4.5,30.0,1.0,84.0,False,12,1.0,11,2.357969374352251,0.7428571428571429,0.1,8.4
dynamic,14,14,sequential,12,800,0.1,800,151,145,6,149,0,111,74,37,36,1,1,0.6666666666666666,0.3333333333333333,0.18625,0.18125,0.0,4.121621621621622,3.0,11.0,2.0,12.0,False,12,1.0,11,0.0005640001836582087,0.4121621621621622,0.2,1.2000000000000002
dynamic,14,14,random,12,800,0.1,800,167,151,16,155,207,111,61,50,50,0,2,0.5495495495495496,0.45045045045045046,0.19375,0.18875,0.25875,4.934426229508197,3.0,23.0,0.0,9.0,False,12,1.0,39,0.004398000528453849,0.4934426229508197,0.0,0.9
dynamic,14,14,heuristic,12,800,0.1,800,517,510,7,523,88,111,36,75,75,0,3,0.32432432432432434,0.6756756756756757,0.65375,0.6375,0.11,2.6666666666666665,0.0,37.0,2.0,101.0,False,12,1.0,12,0.010465624982316513,0.26666666666666666,0.2,10.100000000000001
dynamic,14,14,adaptive,12,800,0.1,800,526,520,6,541,1,111,51,60,60,0,2,0.4594594594594595,0.5405405405405406,0.67625,0.65,0.00125,8.450980392156863,6.0,34.0,2.0,12.0,False,12,1.0,11,2.3615276249984163,0.8450980392156864,0.2,1.2000000000000002
dynamic,15,15,sequential,12,800,0.1,800,155,138,17,140,0,129,84,45,44,1,1,0.6511627906976745,0.3488372093023256,0.175,0.1725,0.0,4.059523809523809,3.0,11.0,2.0,0.0,False,12,1.0,11,0.0005628749568131752,0.40595238095238095,0.2,0.0
dynamic,15,15,random,12,800,0.1,800,155,145,10,150,208,129,75,54,53,1,0,0.5813953488372093,0.4186046511627907,0.1875,0.18125,0.26,4.76,2.0,28.0,6.0,2.0,False,12,1.0,38,0.004387249719002284,0.476,0.6000000000000001,0.2
dynamic,15,15,heuristic,12,800,0.1,800,366,359,7,370,259,129,35,94,94,0,1,0.2713178294573643,0.7286821705426356,0.4625,0.44875,0.32375,2.142857142857143,0.0,13.0,2.0,,False,12,1.0,11,0.01202374929562211,0.2142857142857143,0.2,
dynamic,15,15,adaptive,12,800,0.1,800,506,499,7,515,5,129,60,69,69,0,1,0.46511627906976744,0.5348837209302325,0.64375,0.62375,0.00625,6.616666666666666,4.0,29.0,2.0,12.0,False,12,1.0,11,2.374109499505721,0.6616666666666666,0.2,1.2000000000000002
dynamic,16,16,sequential,12,800,0.1,800,166,146,20,150,0,134,74,60,60,0,0,0.5522388059701493,0.44776119402985076,0.1875,0.1825,0.0,3.8513513513513513,3.0,16.0,1.0,12.0,False,12,1.0,11,0.000563500179850962,0.38513513513513514,0.1,1.2000000000000002
dynamic,16,16,random,12,800,0.1,800,150,135,15,142,216,134,62,72,70,2,0,0.4626865671641791,0.5373134328358209,0.1775,0.16875,0.27,4.403225806451613,3.5,21.0,25.0,5.0,False,12,1.0,29,0.003910124542017002,0.44032258064516133,2.5,0.5
dynamic,16,16,heuristic,12,800,0.1,800,466,458,8,472,140,134,37,97,97,0,1,0.27611940298507465,0.7238805970149254,0.59,0.5725,0.175,3.945945945945946,0.0,32.0,1.0,48.0,False,12,1.0,12,0.010246624442515895,0.3945945945945946,0.1,4.800000000000001
dynamic,16,16,adaptive,12,800,0.1,800,505,498,7,514,12,134,54,80,80,0,1,0.40298507462686567,0.5970149253731343,0.6425,0.6225,0.015,6.814814814814815,3.5,34.0,1.0,12.0,False,12,1.0,11,2.2988561255988316,0.6814814814814816,0.1,1.2000000000000002
dynamic,17,17,sequential,12,800,0.1,800,163,146,17,151,0,132,72,60,57,3,0,0.5454545454545454,0.45454545454545453,0.18875,0.1825,0.0,4.819444444444445,4.5,23.0,1.0,12.0,False,12,1.0,11,0.0005700003021047451,0.4819444444444445,0.1,1.2000000000000002
dynamic,17,17,random,12,800,0.1,800,170,157,13,163,215,132,67,65,64,1,0,0.5075757575757576,0.49242424242424243,0.20375,0.19625,0.26875,5.462686567164179,3.0,46.0,2.0,21.0,False,12,1.0,27,0.003986999981862027,0.546268656716418,0.2,2.1
dynamic,17,17,heuristic,12,800,0.1,800,526,522,4,537,93,132,35,97,97,0,1,0.26515151515151514,0.7348484848484849,0.67125,0.6525,0.11625,4.228571428571429,1.0,51.0,1.0,57.0,False,12,1.0,13,0.01055087454005843,0.4228571428571429,0.1,5.7
dynamic,17,17,adaptive,12,800,0.1,800,511,505,6,524,17,132,51,81,80,1,0,0.38636363636363635,0.6136363636363636,0.655,0.63125,0.02125,5.921568627450981,3.0,32.0,1.0,12.0,False,12,1.0,11,2.3464425005295197,0.592156862745098,0.1,1.2000000000000002
dynamic,18,18,sequential,12,800,0.1,800,179,162,17,165,0,131,79,52,52,0,0,0.6030534351145038,0.3969465648854962,0.20625,0.2025,0.0,4.215189873417722,3.0,16.0,1.0,0.0,False,12,1.0,11,0.0005872498149983585,0.4215189873417722,0.1,0.0
dynamic,18,18,random,12,800,0.1,800,179,165,14,166,198,131,70,61,61,0,0,0.5343511450381679,0.46564885496183206,0.2075,0.20625,0.2475,6.485714285714286,5.0,31.0,1.0,28.0,False,12,1.0,19,0.004100500045751687,0.6485714285714286,0.1,2.8000000000000003
dynamic,18,18,heuristic,12,800,0.1,800,544,538,6,557,92,131,34,97,97,0,1,0.2595419847328244,0.7404580152671756,0.69625,0.6725,0.115,5.0,0.5,43.0,1.0,129.0,False,12,1.0,11,0.011481874716992024,0.5,0.1,12.9
dynamic,18,18,adaptive,12,800,0.1,800,541,532,9,546,5,131,48,83,81,2,0,0.366412213740458,0.6335877862595419,0.6825,0.665,0.00625,9.125,5.0,31.0,1.0,12.0,False,12,1.0,11,2.36803162493743,0.9125000000000001,0.1,1.2000000000000002
dynamic,19,19,sequential,12,800,0.1,800,149,134,15,138,0,122,69,53,52,1,0,0.5655737704918032,0.4344262295081967,0.1725,0.1675,0.0,4.3478260869565215,3.0,14.0,1.0,12.0,False,12,1.0,11,0.0006182499782880768,0.43478260869565216,0.1,1.2000000000000002
dynamic,19,19,random,12,800,0.1,800,148,123,25,124,220,122,54,68,68,0,0,0.4426229508196721,0.5573770491803278,0.155,0.15375,0.275,4.666666666666667,3.5,20.0,2.0,15.0,False,12,1.0,43,0.004287749725335743,0.46666666666666673,0.2,1.5
dynamic,19,19,heuristic,12,800,0.1,800,494,482,12,495,121,122,34,88,88,0,0,0.2786885245901639,0.7213114754098361,0.61875,0.6025,0.15125,5.735294117647059,1.0,29.0,1.0,170.0,False,12,1.0,11,0.0102249992050929,0.573529411764706,0.1,17.0
dynamic,19,19,adaptive,12,800,0.1,800,522,516,6,528,10,122,42,80,80,0,0,0.3442622950819672,0.6557377049180327,0.66,0.645,0.0125,6.4523809523809526,3.5,28.0,1.0,12.0,False,12,1.0,11,2.495414375625842,0.6452380952380953,0.1,1.2000000000000002
dynamic,20,20,sequential,12,800,0.1,800,146,129,17,133,0,131,65,66,65,1,0,0.4961832061068702,0.5038167938931297,0.16625,0.16125,0.0,4.538461538461538,4.0,12.0,4.0,0.0,False,12,1.0,11,0.0005926253652432933,0.45384615384615384,0.4,0.0
dynamic,20,20,random,12,800,0.1,800,164,151,13,158,220,131,62,69,66,3,0,0.4732824427480916,0.5267175572519084,0.1975,0.18875,0.275,5.741935483870968,3.5,31.0,6.0,3.0,False,12,1.0,31,0.004154625239607412,0.5741935483870968,0.6000000000000001,0.30000000000000004
dynamic,20,20,heuristic,12,800,0.1,800,289,284,5,299,315,131,37,94,93,1,1,0.2824427480916031,0.7175572519083969,0.37375,0.355,0.39375,4.486486486486487,0.0,63.0,4.0,177.0,False,12,1.0,14,0.010558250614849385,0.44864864864864873,0.4,17.7
dynamic,20,20,adaptive,12,800,0.1,800,531,528,3,541,3,131,52,79,79,0,0,0.3969465648854962,0.6030534351145038,0.67625,0.66,0.00375,7.634615384615385,6.0,27.0,4.0,12.0,False,12,1.0,11,2.382742250665615,0.7634615384615385,0.4,1.2000000000000002
dynamic,21,21,sequential,12,800,0.1,800,133,118,15,126,0,116,63,53,50,3,1,0.5431034482758621,0.45689655172413796,0.1575,0.1475,0.0,4.634920634920635,4.0,21.0,1.0,12.0,False,12,1.0,11,0.00060087455494795,0.46349206349206357,0.1,1.2000000000000002
dynamic,21,21,random,12,800,0.1,800,140,126,14,131,196,116,56,60,60,0,0,0.4827586206896552,0.5172413793103449,0.16375,0.1575,0.245,5.25,3.0,20.0,2.0,16.0,False,12,1.0,42,0.0040843748865881935,0.525,0.2,1.6
dynamic,21,21,heuristic,12,800,0.1,800,419,411,8,430,165,116,34,82,82,0,2,0.29310344827586204,0.7068965517241379,0.5375,0.51375,0.20625,5.764705882352941,1.0,42.0,1.0,185.0,False,12,1.0,11,0.011366124781488907,0.5764705882352942,0.1,18.5
dynamic,21,21,adaptive,12,800,0.1,800,489,484,5,506,17,116,46,70,70,0,2,0.39655172413793105,0.603448275862069,0.6325,0.605,0.02125,5.934782608695652,3.0,31.0,1.0,12.0,False,12,1.0,11,2.350697874899197,0.5934782608695652,0.1,1.2000000000000002
dynamic,22,22,sequential,12,800,0.1,800,148,128,20,131,0,128,75,53,52,1,1,0.5859375,0.4140625,0.16375,0.16,0.0,4.573333333333333,4.0,11.0,1.0,24.0,False,12,1.0,11,0.0006707495776936412,0.45733333333333337,0.1,2.4000000000000004
dynamic,22,22,random,12,800,0.1,800,143,134,9,139,213,128,62,66,66,0,1,0.484375,0.515625,0.17375,0.1675,0.26625,4.806451612903226,3.5,17.0,1.0,26.0,False,12,1.0,49,0.0057608743736636825,0.48064516129032264,0.1,2.6
dynamic,22,22,heuristic,12,800,0.1,800,433,428,5,446,182,128,34,94,94,0,2,0.265625,0.734375,0.5575,0.535,0.2275,4.647058823529412,0.5,38.0,1.0,,True,12,1.0,12,0.010346248964197002,0.46470588235294125,0.1,
dynamic,22,22,adaptive,12,800,0.1,800,489,480,9,495,14,128,51,77,77,0,2,0.3984375,0.6015625,0.61875,0.6,0.0175,7.686274509803922,4.0,35.0,1.0,48.0,False,12,1.0,11,2.452225375782291,0.7686274509803922,0.1,4.800000000000001
dynamic,23,23,sequential,12,800,0.1,800,161,147,14,148,0,140,81,59,59,0,0,0.5785714285714286,0.42142857142857143,0.185,0.18375,0.0,4.296296296296297,4.0,11.0,1.0,12.0,False,12,1.0,11,0.0006720002056681551,0.4296296296296297,0.1,1.2000000000000002
dynamic,23,23,random,12,800,0.1,800,152,140,12,146,204,140,60,80,79,1,2,0.42857142857142855,0.5714285714285714,0.1825,0.175,0.255,6.516666666666667,4.5,29.0,5.0,10.0,False,12,1.0,46,0.004071999974257778,0.6516666666666667,0.5,1.0
dynamic,23,23,heuristic,12,800,0.1,800,428,421,7,443,177,140,38,102,100,2,2,0.2714285714285714,0.7285714285714285,0.55375,0.52625,0.22125,4.815789473684211,0.5,81.0,1.0,82.0,False,12,1.0,11,0.010356000384490471,0.4815789473684211,0.1,8.200000000000001
dynamic,23,23,adaptive,12,800,0.1,800,514,508,6,525,7,140,56,84,84,0,1,0.4,0.6,0.65625,0.635,0.00875,7.214285714285714,5.0,26.0,1.0,12.0,False,12,1.0,11,2.348568250235985,0.7214285714285715,0.1,1.2000000000000002
dynamic,24,24,sequential,12,800,0.1,800,148,131,17,135,0,125,72,53,52,1,1,0.576,0.424,0.16875,0.16375,0.0,4.861111111111111,4.0,22.0,2.0,12.0,False,12,1.0,11,0.0005777506521553732,0.4861111111111111,0.2,1.2000000000000002
dynamic,24,24,random,12,800,0.1,800,140,127,13,131,207,125,56,69,68,1,1,0.448,0.552,0.16375,0.15875,0.25875,5.410714285714286,4.0,21.0,0.0,6.0,False,12,1.0,39,0.00426837465056451,0.5410714285714285,0.0,0.6000000000000001
dynamic,24,24,heuristic,12,800,0.1,800,488,480,8,494,115,125,38,87,87,0,1,0.304,0.696,0.6175,0.6,0.14375,5.894736842105263,1.0,49.0,2.0,75.0,False,12,1.0,11,0.010659249928721692,0.5894736842105263,0.2,7.5
dynamic,24,24,adaptive,12,800,0.1,800,505,498,7,511,11,125,53,72,71,1,0,0.424,0.576,0.63875,0.6225,0.01375,7.886792452830188,4.0,34.0,2.0,12.0,False,12,1.0,11,2.346363999422465,0.7886792452830189,0.2,1.2000000000000002
dynamic,25,25,sequential,12,800,0.1,800,154,142,12,147,0,132,75,57,56,1,1,0.5681818181818182,0.4318181818181818,0.18375,0.1775,0.0,4.093333333333334,3.0,14.0,2.0,0.0,False,12,1.0,11,0.0006049994772183709,0.4093333333333334,0.2,0.0
dynamic,25,25,random,12,800,0.1,800,143,128,15,130,198,132,66,66,65,1,2,0.5,0.5,0.1625,0.16,0.2475,6.454545454545454,5.5,25.0,4.0,48.0,False,12,1.0,28,0.0039547499909531325,0.6454545454545455,0.4,4.800000000000001
dynamic,25,25,heuristic,12,800,0.1,800,503,495,8,509,118,132,37,95,95,0,2,0.2803030303030303,0.7196969696969697,0.63625,0.61875,0.1475,2.7567567567567566,1.0,19.0,1.0,54.0,False,12,1.0,12,0.010579124427749775,0.2756756756756757,0.1,5.4
dynamic,25,25,adaptive,12,800,0.1,800,499,493,6,512,13,132,52,80,80,0,2,0.3939393939393939,0.6060606060606061,0.64,0.61625,0.01625,9.538461538461538,5.5,34.0,2.0,12.0,False,12,1.0,11,2.3132462507419405,0.9538461538461539,0.2,1.2000000000000002
dynamic,26,26,sequential,12,800,0.1,800,147,128,19,133,0,112,74,38,37,1,1,0.6607142857142857,0.3392857142857143,0.16625,0.16,0.0,5.527027027027027,5.0,20.0,1.0,12.0,False,12,1.0,11,0.0007493747034459375,0.5527027027027027,0.1,1.2000000000000002
dynamic,26,26,random,12,800,0.1,800,140,127,13,133,210,112,65,47,47,0,1,0.5803571428571429,0.41964285714285715,0.16625,0.15875,0.2625,5.292307692307692,4.0,24.0,3.0,3.0,False,12,1.0,28,0.0039992498204810545,0.5292307692307693,0.30000000000000004,0.30000000000000004
dynamic,26,26,heuristic,12,800,0.1,800,395,385,10,397,195,112,32,80,80,0,1,0.2857142857142857,0.7142857142857143,0.49625,0.48125,0.24375,6.75,1.0,138.0,1.0,211.0,False,12,1.0,11,0.01047887526510749,0.675,0.1,21.1
dynamic,26,26,adaptive,12,800,0.1,800,502,497,5,513,13,112,48,64,64,0,0,0.42857142857142855,0.5714285714285714,0.64125,0.62125,0.01625,7.5,4.5,34.0,1.0,12.0,False,12,1.0,11,2.372889374892111,0.75,0.1,1.2000000000000002
dynamic,27,27,sequential,12,800,0.1,800,148,132,16,136,0,142,75,67,66,1,0,0.528169014084507,0.47183098591549294,0.17,0.165,0.0,4.8133333333333335,5.0,11.0,1.0,12.0,False,12,1.0,11,0.0005681252150679938,0.4813333333333334,0.1,1.2000000000000002
dynamic,27,27,random,12,800,0.1,800,152,139,13,142,193,142,64,78,76,2,2,0.4507042253521127,0.5492957746478874,0.1775,0.17375,0.24125,5.90625,4.0,33.0,2.0,3.0,False,12,1.0,36,0.004362125146144535,0.5906250000000001,0.2,0.30000000000000004
dynamic,27,27,heuristic,12,800,0.1,800,484,476,8,484,120,142,36,106,106,0,2,0.2535211267605634,0.7464788732394366,0.605,0.595,0.15,3.7777777777777777,1.0,26.0,1.0,79.0,False,12,1.0,11,0.010630499709805008,0.37777777777777777,0.1,7.9
dynamic,27,27,adaptive,12,800,0.1,800,529,519,10,532,0,142,51,91,91,0,2,0.3591549295774648,0.6408450704225352,0.665,0.64875,0.0,6.019607843137255,4.0,29.0,1.0,12.0,False,12,1.0,11,2.3606468750949716,0.6019607843137256,0.1,1.2000000000000002
dynamic,28,28,sequential,12,800,0.1,800,149,132,17,137,0,129,76,53,50,3,0,0.5891472868217055,0.4108527131782946,0.17125,0.165,0.0,4.855263157894737,4.0,18.0,2.0,12.0,False,12,1.0,11,0.0005610008156509139,0.48552631578947375,0.2,1.2000000000000002
dynamic,28,28,random,12,800,0.1,800,146,133,13,137,226,129,69,60,59,1,1,0.5348837209302325,0.46511627906976744,0.17125,0.16625,0.2825,6.391304347826087,4.0,31.0,2.0,16.0,False,12,1.0,24,0.003978999957325868,0.6391304347826088,0.2,1.6
dynamic,28,28,heuristic,12,800,0.1,800,272,256,16,267,344,129,22,107,107,0,2,0.17054263565891473,0.8294573643410853,0.33375,0.32,0.43,7.181818181818182,0.5,81.0,2.0,124.0,False,12,1.0,13,0.011499500251375139,0.7181818181818183,0.2,12.4
dynamic,28,28,adaptive,12,800,0.1,800,504,492,12,506,16,129,51,78,78,0,1,0.3953488372093023,0.6046511627906976,0.6325,0.615,0.02,6.137254901960785,5.0,28.0,2.0,12.0,False,12,1.0,11,2.3854062501413864,0.6137254901960785,0.2,1.2000000000000002
dynamic,29,29,sequential,12,800,0.1,800,186,166,20,171,0,114,79,35,35,0,0,0.6929824561403509,0.30701754385964913,0.21375,0.2075,0.0,3.949367088607595,3.0,24.0,1.0,24.0,False,12,1.0,11,0.0005731250348617323,0.39493670886075954,0.1,2.4000000000000004
dynamic,29,29,random,12,800,0.1,800,164,154,10,161,194,114,63,51,50,1,2,0.5526315789473685,0.4473684210526316,0.20125,0.1925,0.2425,6.492063492063492,4.0,28.0,4.0,8.0,False,12,1.0,44,0.004123750113649294,0.6492063492063492,0.4,0.8
dynamic,29,29,heuristic,12,800,0.1,800,560,551,9,565,81,114,31,83,82,1,2,0.2719298245614035,0.7280701754385965,0.70625,0.68875,0.10125,5.0,0.0,47.0,2.0,268.0,False,12,1.0,12,0.010474624614289496,0.5,0.2,26.8
dynamic,29,29,adaptive,12,800,0.1,800,548,536,12,548,2,114,47,67,65,2,3,0.41228070175438597,0.5877192982456141,0.685,0.67,0.0025,8.914893617021276,4.0,33.0,1.0,48.0,False,12,1.0,11,2.3589068745059194,0.8914893617021277,0.1,4.800000000000001
changing_distribution,0,0,sequential,12,800,0.1,800,174,159,15,163,0,79,55,24,24,0,1,0.6962025316455697,0.3037974683544304,0.20375,0.19875,0.0,5.709090909090909,5.0,18.0,0.0,,False,12,1.0,11,0.0006143750579212792,0.5709090909090909,0.0,
changing_distribution,0,0,random,12,800,0.1,800,163,150,13,153,210,79,45,34,34,0,1,0.569620253164557,0.43037974683544306,0.19125,0.1875,0.2625,9.2,5.0,34.0,5.0,,False,12,1.0,38,0.0042177507930318825,0.9199999999999999,0.5,
changing_distribution,0,0,heuristic,12,800,0.1,800,323,316,7,324,328,79,20,59,59,0,2,0.25316455696202533,0.7468354430379747,0.405,0.395,0.41,10.45,1.0,119.0,0.0,,False,12,1.0,14,0.010525250036153011,1.045,0.0,
changing_distribution,0,0,adaptive,12,800,0.1,800,548,540,8,557,3,79,39,40,39,1,1,0.4936708860759494,0.5063291139240507,0.69625,0.675,0.00375,11.35897435897436,10.0,32.0,0.0,,False,12,1.0,11,2.4413089999143267,1.135897435897436,0.0,
changing_distribution,1,1,sequential,12,800,0.1,800,165,157,8,165,0,82,53,29,28,1,1,0.6463414634146342,0.35365853658536583,0.20625,0.19625,0.0,4.377358490566038,3.0,23.0,0.0,,False,12,1.0,11,0.0005448752563097514,0.4377358490566038,0.0,
changing_distribution,1,1,random,12,800,0.1,800,151,143,8,148,233,82,52,30,29,1,1,0.6341463414634146,0.36585365853658536,0.185,0.17875,0.29125,6.788461538461538,5.0,33.0,4.0,,False,12,1.0,48,0.0039843751437729225,0.6788461538461539,0.4,
changing_distribution,1,1,heuristic,12,800,0.1,800,350,339,11,347,280,82,30,52,52,0,1,0.36585365853658536,0.6341463414634146,0.43375,0.42375,0.35,11.0,0.5,72.0,0.0,,False,12,1.0,11,0.01009962499665562,1.1,0.0,
changing_distribution,1,1,adaptive,12,800,0.1,800,512,511,1,528,25,82,42,40,38,2,1,0.5121951219512195,0.4878048780487805,0.66,0.63875,0.03125,13.071428571428571,11.5,35.0,0.0,,False,12,1.0,11,2.353832874359796,1.3071428571428572,0.0,
changing_distribution,2,2,sequential,12,800,0.1,800,168,155,13,162,0,75,54,21,21,0,0,0.72,0.28,0.2025,0.19375,0.0,5.851851851851852,6.0,21.0,0.0,,False,12,1.0,11,0.0006049996227375232,0.5851851851851853,0.0,
changing_distribution,2,2,random,12,800,0.1,800,180,163,17,169,211,75,51,24,24,0,0,0.68,0.32,0.21125,0.20375,0.26375,8.941176470588236,8.0,42.0,2.0,,False,12,1.0,16,0.004281874789739959,0.8941176470588236,0.2,
changing_distribution,2,2,heuristic,12,800,0.1,800,315,304,11,316,336,75,22,53,53,0,2,0.29333333333333333,0.7066666666666667,0.395,0.38,0.42,10.772727272727273,1.5,74.0,0.0,,False,12,1.0,11,0.010257625399390236,1.0772727272727274,0.0,
changing_distribution,2,2,adaptive,12,800,0.1,800,534,529,5,549,4,75,37,38,38,0,0,0.49333333333333335,0.5066666666666667,0.68625,0.66125,0.005,13.054054054054054,9.0,34.0,0.0,,False,12,1.0,11,2.330765875594807,1.3054054054054056,0.0,
