scenario,world_seed,agent_seed,strategy,n_channels,n_slots,slot_duration_s,total_scans,total_detections,true_positive_scans,false_positive_scans,on_target_scans,redundant_scans,n_activity_intervals,n_detected_intervals,n_missed_intervals,n_missed_never_scanned,n_missed_detector,n_censored_intervals,detection_rate,missed_detection_rate,on_target_scan_rate,scan_efficiency,redundant_scan_rate,mean_detection_delay_slots,median_detection_delay_slots,max_detection_delay_slots,time_to_first_detection_slots,emerging_discovery_delay_slots,emerging_discovery_censored,channels_covered,channel_coverage,coverage_time_slots,mean_decision_latency_ms,mean_detection_delay_s,time_to_first_detection_s,emerging_discovery_delay_s
high_activity,23,23,random,12,800,0.1,800,315,305,10,313,144,208,107,101,100,1,1,0.5144230769230769,0.4855769230769231,0.39125,0.38125,0.18,6.289719626168225,4.0,37.0,0.0,,False,12,1.0,46,0.016661750378261786,0.6289719626168225,0.0,
high_activity,23,23,heuristic,12,800,0.1,800,676,674,2,694,22,208,41,167,165,2,1,0.1971153846153846,0.8028846153846154,0.8675,0.8425,0.0275,12.390243902439025,3.0,157.0,0.0,,False,12,1.0,11,0.028780249995179474,1.2390243902439027,0.0,
high_activity,23,23,adaptive,12,800,0.1,800,577,573,4,593,1,208,77,131,130,1,1,0.3701923076923077,0.6298076923076923,0.74125,0.71625,0.00125,9.974025974025974,6.0,38.0,0.0,,False,12,1.0,11,5.633007500473468,0.9974025974025974,0.0,
high_activity,24,24,sequential,12,800,0.1,800,310,294,16,303,0,196,115,81,79,2,0,0.5867346938775511,0.413265306122449,0.37875,0.3675,0.0,4.191304347826087,3.0,18.0,0.0,,False,12,1.0,11,0.0014486244253930636,0.4191304347826087,0.0,
high_activity,24,24,random,12,800,0.1,800,318,311,7,318,144,196,115,81,81,0,0,0.5867346938775511,0.413265306122449,0.3975,0.38875,0.18,5.660869565217391,3.0,27.0,1.0,,False,12,1.0,39,0.015365250328613909,0.5660869565217391,0.1,
high_activity,24,24,heuristic,12,800,0.1,800,599,597,2,617,57,196,37,159,156,3,2,0.18877551020408162,0.8112244897959183,0.77125,0.74625,0.07125,9.81081081081081,2.0,90.0,0.0,,False,12,1.0,11,0.027205500518903136,0.981081081081081,0.0,
high_activity,24,24,adaptive,12,800,0.1,800,575,568,7,586,2,196,81,115,114,1,1,0.413265306122449,0.5867346938775511,0.7325,0.71,0.0025,12.518518518518519,11.0,35.0,0.0,,False,12,1.0,11,5.690519750423846,1.251851851851852,0.0,
high_activity,25,25,sequential,12,800,0.1,800,302,293,9,306,0,212,126,86,81,5,0,0.5943396226415094,0.4056603773584906,0.3825,0.36625,0.0,4.563492063492063,4.0,12.0,0.0,,False,12,1.0,11,0.0013740006033913232,0.45634920634920634,0.0,
high_activity,25,25,random,12,800,0.1,800,312,306,6,315,131,212,115,97,94,3,1,0.5424528301886793,0.45754716981132076,0.39375,0.3825,0.16375,5.28695652173913,3.0,43.0,0.0,,False,12,1.0,28,0.015649500383005943,0.528695652173913,0.0,
high_activity,25,25,heuristic,12,800,0.1,800,643,639,4,655,45,212,37,175,173,2,3,0.17452830188679244,0.8254716981132075,0.81875,0.79875,0.05625,6.351351351351352,2.0,41.0,0.0,,False,12,1.0,12,0.026804250010172836,0.6351351351351352,0.0,
high_activity,25,25,adaptive,12,800,0.1,800,568,565,3,588,2,212,75,137,135,2,1,0.35377358490566035,0.6462264150943396,0.735,0.70625,0.0025,10.68,7.0,35.0,0.0,,False,12,1.0,11,4.684198000104516,1.068,0.0,
high_activity,26,26,sequential,12,800,0.1,800,316,308,8,316,0,196,134,62,60,2,0,0.6836734693877551,0.3163265306122449,0.395,0.385,0.0,4.388059701492537,4.0,19.0,0.0,,False,12,1.0,11,0.001286999395233579,0.4388059701492537,0.0,
high_activity,26,26,random,12,800,0.1,800,311,297,14,310,149,196,110,86,86,0,0,0.5612244897959183,0.4387755102040816,0.3875,0.37125,0.18625,6.127272727272727,4.0,35.0,0.0,,False,12,1.0,28,0.010878125322051346,0.6127272727272728,0.0,
high_activity,26,26,heuristic,12,800,0.1,800,645,641,4,669,26,196,40,156,155,1,2,0.20408163265306123,0.7959183673469388,0.83625,0.80125,0.0325,12.725,3.5,140.0,0.0,,False,12,1.0,11,0.017835500184446573,1.2725,0.0,
high_activity,26,26,adaptive,12,800,0.1,800,579,570,9,588,0,196,82,114,113,1,0,0.41836734693877553,0.5816326530612245,0.735,0.7125,0.0,10.707317073170731,8.5,34.0,0.0,,False,12,1.0,11,5.426472874023602,1.0707317073170732,0.0,
high_activity,27,27,sequential,12,800,0.1,800,319,302,17,307,0,207,134,73,70,3,0,0.6473429951690821,0.3526570048309179,0.38375,0.3775,0.0,4.604477611940299,4.0,12.0,0.0,,False,12,1.0,11,0.0014022492177900858,0.46044776119402986,0.0,
high_activity,27,27,random,12,800,0.1,800,302,292,10,298,148,207,116,91,91,0,0,0.5603864734299517,0.4396135265700483,0.3725,0.365,0.185,6.431034482758621,3.0,38.0,0.0,,False,12,1.0,36,0.014780000383325387,0.6431034482758622,0.0,
high_activity,27,27,heuristic,12,800,0.1,800,663,658,5,679,11,207,45,162,160,2,2,0.21739130434782608,0.782608695652174,0.84875,0.8225,0.01375,8.28888888888889,3.0,61.0,0.0,,False,12,1.0,11,0.0263602502309368,0.828888888888889,0.0,
high_activity,27,27,adaptive,12,800,0.1,800,582,575,7,588,1,207,81,126,125,1,1,0.391304347826087,0.6086956521739131,0.735,0.71875,0.00125,9.91358024691358,8.0,35.0,0.0,,False,12,1.0,11,5.549325749889249,0.9913580246913581,0.0,
high_activity,28,28,sequential,12,800,0.1,800,324,310,14,316,0,198,130,68,67,1,1,0.6565656565656566,0.3434343434343434,0.395,0.3875,0.0,4.4,4.0,11.0,0.0,,False,12,1.0,11,0.0013643751663039438,0.44000000000000006,0.0,
high_activity,28,28,random,12,800,0.1,800,313,308,5,314,160,198,113,85,84,1,1,0.5707070707070707,0.4292929292929293,0.3925,0.385,0.2,6.566371681415929,4.0,34.0,3.0,,False,12,1.0,24,0.017251249664695933,0.656637168141593,0.30000000000000004,
high_activity,28,28,heuristic,12,800,0.1,800,655,654,1,676,26,198,40,158,156,2,2,0.20202020202020202,0.797979797979798,0.845,0.8175,0.0325,9.35,3.5,80.0,0.0,,False,12,1.0,13,0.0272657502500806,0.935,0.0,
high_activity,28,28,adaptive,12,800,0.1,800,582,575,7,588,0,198,69,129,129,0,1,0.3484848484848485,0.6515151515151515,0.735,0.71875,0.0,11.246376811594203,8.0,33.0,0.0,,False,12,1.0,11,5.705537249887129,1.1246376811594203,0.0,
high_activity,29,29,sequential,12,800,0.1,800,317,303,14,311,0,210,138,72,70,2,1,0.6571428571428571,0.34285714285714286,0.38875,0.37875,0.0,3.9130434782608696,3.0,19.0,0.0,,False,12,1.0,11,0.001422250315954443,0.391304347826087,0.0,
high_activity,29,29,random,12,800,0.1,800,307,296,11,302,140,210,112,98,97,1,1,0.5333333333333333,0.4666666666666667,0.3775,0.37,0.175,6.169642857142857,4.0,35.0,0.0,,False,12,1.0,44,0.01605887446203269,0.6169642857142857,0.0,
high_activity,29,29,heuristic,12,800,0.1,800,658,656,2,672,34,210,30,180,180,0,1,0.14285714285714285,0.8571428571428571,0.84,0.82,0.0425,8.8,1.0,85.0,1.0,,False,12,1.0,12,0.02856662482372485,0.8800000000000001,0.1,
high_activity,29,29,adaptive,12,800,0.1,800,583,576,7,593,2,210,83,127,124,3,1,0.3952380952380952,0.6047619047619047,0.74125,0.72,0.0025,11.36144578313253,7.0,35.0,0.0,,False,12,1.0,11,5.692562125186669,1.1361445783132529,0.0,
bursty,0,0,sequential,12,800,0.1,800,53,42,11,43,0,205,42,163,162,1,1,0.2048780487804878,0.7951219512195122,0.05375,0.0525,0.0,1.1428571428571428,1.0,4.0,49.0,,False,12,1.0,11,0.0013622490223497152,0.11428571428571428,4.9,
bursty,0,0,random,12,800,0.1,800,50,35,15,35,230,205,30,175,175,0,1,0.14634146341463414,0.8536585365853658,0.04375,0.04375,0.2875,1.1666666666666667,1.0,7.0,19.0,,False,12,1.0,38,0.014888124642311595,0.11666666666666668,1.9000000000000001,
bursty,0,0,heuristic,12,800,0.1,800,84,67,17,69,412,205,36,169,169,0,1,0.17560975609756097,0.824390243902439,0.08625,0.08375,0.515,0.3611111111111111,0.0,5.0,62.0,,False,12,1.0,14,0.028328500484349206,0.036111111111111115,6.2,
bursty,0,0,adaptive,12,800,0.1,800,114,97,17,101,41,205,42,163,162,1,1,0.2048780487804878,0.7951219512195122,0.12625,0.12125,0.05125,0.8809523809523809,0.5,4.0,53.0,,False,12,1.0,11,5.533482124337752,0.0880952380952381,5.300000000000001,
bursty,1,1,sequential,12,800,0.1,800,52,34,18,36,0,191,33,158,156,2,0,0.17277486910994763,0.8272251308900523,0.045,0.0425,0.0,1.3333333333333333,0.0,6.0,27.0,,False,12,1.0,11,0.0013733747982769273,0.13333333333333333,2.7,
bursty,1,1,random,12,800,0.1,800,65,44,21,46,252,191,40,151,149,2,1,0.2094240837696335,0.7905759162303665,0.0575,0.055,0.315,0.775,0.0,5.0,7.0,,False,12,1.0,48,0.014849875078652985,0.07750000000000001,0.7000000000000001,
bursty,1,1,heuristic,12,800,0.1,800,90,79,11,81,452,191,32,159,159,0,1,0.16753926701570682,0.8324607329842932,0.10125,0.09875,0.565,0.53125,0.0,9.0,27.0,,False,12,1.0,11,0.026227249290968757,0.053125000000000006,2.7,
bursty,1,1,adaptive,12,800,0.1,800,119,104,15,107,47,191,42,149,149,0,1,0.2198952879581152,0.7801047120418848,0.13375,0.13,0.05875,1.380952380952381,1.0,7.0,31.0,,False,12,1.0,11,5.489533000472875,0.1380952380952381,3.1,
bursty,2,2,sequential,12,800,0.1,800,55,35,20,37,0,239,35,204,202,2,1,0.14644351464435146,0.8535564853556485,0.04625,0.04375,0.0,1.0285714285714285,1.0,5.0,5.0,,False,12,1.0,11,0.0015390002590720542,0.10285714285714286,0.5,
bursty,2,2,random,12,800,0.1,800,63,41,22,41,239,239,36,203,203,0,1,0.1506276150627615,0.8493723849372385,0.05125,0.05125,0.29875,1.0,0.0,4.0,9.0,,False,12,1.0,16,0.01818350032408489,0.1,0.9,
bursty,2,2,heuristic,12,800,0.1,800,102,88,14,91,427,239,40,199,199,0,1,0.16736401673640167,0.8326359832635983,0.11375,0.11,0.53375,0.025,0.0,1.0,5.0,,False,12,1.0,11,0.030908624939911537,0.0025000000000000005,0.5,
bursty,2,2,adaptive,12,800,0.1,800,69,56,13,57,28,239,31,208,208,0,1,0.1297071129707113,0.8702928870292888,0.07125,0.07,0.035,0.8709677419354839,0.0,6.0,5.0,,False,12,1.0,11,5.8635766254519694,0.08709677419354839,0.5,
bursty,3,3,sequential,12,800,0.1,800,61,42,19,43,0,210,42,168,167,1,2,0.2,0.8,0.05375,0.0525,0.0,1.8095238095238095,1.0,11.0,5.0,,False,12,1.0,11,0.0014668754010926932,0.18095238095238098,0.5,
bursty,3,3,random,12,800,0.1,800,63,43,20,44,234,210,41,169,169,0,1,0.19523809523809524,0.8047619047619048,0.055,0.05375,0.2925,0.975609756097561,0.0,6.0,12.0,,False,12,1.0,31,0.015570624891552145,0.0975609756097561,1.2000000000000002,
bursty,3,3,heuristic,12,800,0.1,800,102,85,17,86,458,210,36,174,174,0,2,0.17142857142857143,0.8285714285714286,0.1075,0.10625,0.5725,0.19444444444444445,0.0,2.0,6.0,,False,12,1.0,12,0.03056687521166168,0.019444444444444445,0.6000000000000001,
bursty,3,3,adaptive,12,800,0.1,800,142,128,14,132,49,210,51,159,158,1,1,0.24285714285714285,0.7571428571428571,0.165,0.16,0.06125,1.411764705882353,1.0,7.0,5.0,,False,12,1.0,11,5.616199375399447,0.14117647058823532,0.5,
bursty,4,4,sequential,12,800,0.1,800,63,44,19,45,0,207,44,163,162,1,0,0.21256038647342995,0.7874396135265701,0.05625,0.055,0.0,1.25,1.0,5.0,27.0,,False,12,1.0,11,0.0013851245603291318,0.125,2.7,
bursty,4,4,random,12,800,0.1,800,58,36,22,38,243,207,35,172,170,2,0,0.16908212560386474,0.8309178743961353,0.0475,0.045,0.30375,1.0857142857142856,1.0,3.0,6.0,,False,12,1.0,26,0.016757000375946518,0.10857142857142857,0.6000000000000001,
bursty,4,4,heuristic,12,800,0.1,800,111,92,19,93,416,207,36,171,171,0,0,0.17391304347826086,0.8260869565217391,0.11625,0.115,0.52,0.4444444444444444,0.0,3.0,28.0,,False,12,1.0,11,0.026858624696615152,0.044444444444444446,2.8000000000000003,
bursty,4,4,adaptive,12,800,0.1,800,121,107,14,110,56,207,40,167,167,0,0,0.1932367149758454,0.8067632850241546,0.1375,0.13375,0.07,1.375,1.0,9.0,27.0,,False,12,1.0,11,5.94506787489081,0.1375,2.7,
bursty,5,5,sequential,12,800,0.1,800,51,32,19,33,0,198,32,166,165,1,0,0.16161616161616163,0.8383838383838383,0.04125,0.04,0.0,1.21875,1.0,6.0,17.0,,False,12,1.0,11,0.0013588751971838064,0.12187500000000001,1.7000000000000002,
bursty,5,5,random,12,800,0.1,800,54,36,18,36,231,198,32,166,166,0,0,0.16161616161616163,0.8383838383838383,0.045,0.045,0.28875,1.03125,1.0,7.0,43.0,,False,12,1.0,29,0.014690500356664415,0.10312500000000001,4.3,
bursty,5,5,heuristic,12,800,0.1,800,88,72,16,74,440,198,34,164,164,0,0,0.1717171717171717,0.8282828282828283,0.0925,0.09,0.55,0.14705882352941177,0.0,4.0,19.0,,False,12,1.0,14,0.027866000273206737,0.014705882352941178,1.9000000000000001,
bursty,5,5,adaptive,12,800,0.1,800,115,87,28,89,40,198,37,161,160,1,0,0.18686868686868688,0.8131313131313131,0.11125,0.10875,0.05,0.8648648648648649,0.0,5.0,17.0,,False,12,1.0,11,5.523657749508857,0.08648648648648649,1.7000000000000002,
bursty,6,6,sequential,12,800,0.1,800,53,40,13,42,0,210,40,170,168,2,0,0.19047619047619047,0.8095238095238095,0.0525,0.05,0.0,1.425,1.0,8.0,1.0,,False,12,1.0,11,0.0013196254803915508,0.14250000000000002,0.1,
bursty,6,6,random,12,800,0.1,800,54,33,21,34,248,210,30,180,179,1,1,0.14285714285714285,0.8571428571428571,0.0425,0.04125,0.31,1.0666666666666667,1.0,4.0,6.0,,False,12,1.0,22,0.014945125076337717,0.10666666666666667,0.6000000000000001,
bursty,6,6,heuristic,12,800,0.1,800,71,61,10,63,501,210,28,182,182,0,0,0.13333333333333333,0.8666666666666667,0.07875,0.07625,0.62625,0.14285714285714285,0.0,1.0,1.0,,False,12,1.0,12,0.02705087506910786,0.014285714285714285,0.1,
bursty,6,6,adaptive,12,800,0.1,800,101,90,11,91,33,210,48,162,162,0,1,0.22857142857142856,0.7714285714285715,0.11375,0.1125,0.04125,1.1875,1.0,9.0,1.0,,False,12,1.0,11,5.626185374894703,0.11875000000000001,0.1,
bursty,7,7,sequential,12,800,0.1,800,51,37,14,39,0,219,37,182,180,2,0,0.1689497716894977,0.8310502283105022,0.04875,0.04625,0.0,1.972972972972973,1.0,10.0,1.0,,False,12,1.0,11,0.001347500437987037,0.1972972972972973,0.1,
bursty,7,7,random,12,800,0.1,800,67,43,24,43,245,219,37,182,182,0,0,0.1689497716894977,0.8310502283105022,0.05375,0.05375,0.30625,0.8648648648648649,0.0,4.0,9.0,,False,12,1.0,22,0.01401537509082118,0.08648648648648649,0.9,
bursty,7,7,heuristic,12,800,0.1,800,91,78,13,81,412,219,46,173,173,0,0,0.2100456621004566,0.7899543378995434,0.10125,0.0975,0.515,0.5217391304347826,0.0,8.0,1.0,,False,12,1.0,12,0.025054000470845494,0.052173913043478265,0.1,
bursty,7,7,adaptive,12,800,0.1,800,81,64,17,68,23,219,39,180,180,0,0,0.1780821917808219,0.821917808219178,0.085,0.08,0.02875,1.564102564102564,1.0,8.0,1.0,,False,12,1.0,11,5.504865999428148,0.1564102564102564,0.1,
bursty,8,8,sequential,12,800,0.1,800,57,29,28,29,0,218,29,189,189,0,1,0.13302752293577982,0.8669724770642202,0.03625,0.03625,0.0,1.4827586206896552,0.0,7.0,41.0,,False,12,1.0,11,0.0012936245911987498,0.14827586206896554,4.1000000000000005,
bursty,8,8,random,12,800,0.1,800,58,40,18,41,261,218,38,180,179,1,1,0.1743119266055046,0.8256880733944955,0.05125,0.05,0.32625,1.0789473684210527,1.0,6.0,29.0,,False,12,1.0,17,0.01498025067121489,0.10789473684210527,2.9000000000000004,
bursty,8,8,heuristic,12,800,0.1,800,110,89,21,91,362,218,41,177,177,0,1,0.18807339449541285,0.8119266055045872,0.11375,0.11125,0.4525,0.12195121951219512,0.0,2.0,41.0,,False,12,1.0,11,0.026173249498242512,0.012195121951219513,4.1000000000000005,
bursty,8,8,adaptive,12,800,0.1,800,117,97,20,104,41,218,47,171,170,1,1,0.21559633027522937,0.7844036697247706,0.13,0.12125,0.05125,1.3191489361702127,1.0,5.0,41.0,,False,12,1.0,11,5.3896268749304,0.13191489361702127,4.1000000000000005,
bursty,9,9,sequential,12,800,0.1,800,52,38,14,39,0,203,38,165,164,1,0,0.18719211822660098,0.812807881773399,0.04875,0.0475,0.0,0.7368421052631579,0.0,6.0,21.0,,False,12,1.0,11,0.001307374877796974,0.07368421052631578,2.1,
bursty,9,9,random,12,800,0.1,800,50,36,14,37,275,203,35,168,167,1,0,0.1724137931034483,0.8275862068965517,0.04625,0.045,0.34375,0.8857142857142857,1.0,5.0,0.0,,False,12,1.0,46,0.014836874725006055,0.08857142857142858,0.0,
bursty,9,9,heuristic,12,800,0.1,800,92,71,21,73,422,203,38,165,165,0,0,0.18719211822660098,0.812807881773399,0.09125,0.08875,0.5275,0.23684210526315788,0.0,3.0,20.0,,False,12,1.0,13,0.02588350067526335,0.02368421052631579,2.0,
bursty,9,9,adaptive,12,800,0.1,800,75,60,15,64,25,203,32,171,171,0,0,0.15763546798029557,0.8423645320197044,0.08,0.075,0.03125,1.1875,1.0,6.0,21.0,,False,12,1.0,11,5.43433975049993,0.11875000000000001,2.1,
bursty,10,10,sequential,12,800,0.1,800,56,39,17,41,0,214,39,175,173,2,1,0.1822429906542056,0.8177570093457944,0.05125,0.04875,0.0,1.0769230769230769,0.0,6.0,9.0,,False,12,1.0,11,0.0013372500325203873,0.1076923076923077,0.9,
bursty,10,10,random,12,800,0.1,800,62,46,16,49,219,214,41,173,171,2,2,0.19158878504672897,0.8084112149532711,0.06125,0.0575,0.27375,1.0,1.0,5.0,1.0,,False,12,1.0,44,0.016046250602812506,0.1,0.1,
bursty,10,10,heuristic,12,800,0.1,800,111,84,27,88,387,214,39,175,175,0,1,0.1822429906542056,0.8177570093457944,0.11,0.105,0.48375,0.1282051282051282,0.0,2.0,9.0,,False,12,1.0,11,0.025902250090439338,0.01282051282051282,0.9,
bursty,10,10,adaptive,12,800,0.1,800,118,108,10,114,49,214,46,168,167,1,1,0.21495327102803738,0.7850467289719626,0.1425,0.135,0.06125,1.1304347826086956,1.0,5.0,9.0,,False,12,1.0,11,5.400850499390799,0.11304347826086956,0.9,
bursty,11,11,sequential,12,800,0.1,800,49,36,13,39,0,203,35,168,165,3,1,0.1724137931034483,0.8275862068965517,0.04875,0.045,0.0,1.0285714285714285,0.0,6.0,3.0,,False,12,1.0,11,0.0013673753346665762,0.10285714285714286,0.30000000000000004,
bursty,11,11,random,12,800,0.1,800,44,31,13,33,245,203,25,178,177,1,1,0.12315270935960591,0.8768472906403941,0.04125,0.03875,0.30625,1.24,1.0,4.0,42.0,,False,12,1.0,32,0.015725624944025185,0.124,4.2,
bursty,11,11,heuristic,12,800,0.1,800,83,68,15,73,409,203,41,162,161,1,1,0.2019704433497537,0.7980295566502463,0.09125,0.085,0.51125,0.21951219512195122,0.0,2.0,4.0,,False,12,1.0,12,0.029562499657913577,0.021951219512195124,0.4,
bursty,11,11,adaptive,12,800,0.1,800,84,72,12,76,29,203,37,166,166,0,0,0.18226600985221675,0.8177339901477833,0.095,0.09,0.03625,1.2702702702702702,0.0,13.0,3.0,,False,12,1.0,11,5.609996999337454,0.12702702702702703,0.30000000000000004,
bursty,12,12,sequential,12,800,0.1,800,57,41,16,42,0,209,41,168,167,1,1,0.19617224880382775,0.8038277511961722,0.0525,0.05125,0.0,1.1219512195121952,0.0,6.0,9.0,,False,12,1.0,11,0.000497874862048775,0.11219512195121953,0.9,
bursty,12,12,random,12,800,0.1,800,62,44,18,44,238,209,42,167,167,0,2,0.20095693779904306,0.7990430622009569,0.055,0.055,0.2975,0.6904761904761905,0.0,4.0,1.0,,False,12,1.0,20,0.004033500190416817,0.06904761904761905,0.1,
bursty,12,12,heuristic,12,800,0.1,800,80,62,18,64,429,209,34,175,173,2,2,0.16267942583732056,0.8373205741626795,0.08,0.0775,0.53625,0.2647058823529412,0.0,2.0,9.0,,False,12,1.0,12,0.010353874422435183,0.02647058823529412,0.9,
bursty,12,12,adaptive,12,800,0.1,800,106,86,20,89,37,209,43,166,164,2,1,0.20574162679425836,0.7942583732057417,0.11125,0.1075,0.04625,1.441860465116279,1.0,5.0,9.0,,False,12,1.0,11,2.468617874656047,0.1441860465116279,0.9,
bursty,13,13,sequential,12,800,0.1,800,51,37,14,38,0,188,37,151,150,1,0,0.19680851063829788,0.8031914893617021,0.0475,0.04625,0.0,0.8918918918918919,0.0,5.0,7.0,,False,12,1.0,11,0.0005136250183568336,0.0891891891891892,0.7000000000000001,
bursty,13,13,random,12,800,0.1,800,59,38,21,40,250,188,36,152,151,1,0,0.19148936170212766,0.8085106382978723,0.05,0.0475,0.3125,1.3055555555555556,0.5,10.0,5.0,,False,12,1.0,33,0.0038284996480797417,0.13055555555555556,0.5,
bursty,13,13,heuristic,12,800,0.1,800,78,65,13,65,453,188,32,156,156,0,0,0.1702127659574468,0.8297872340425532,0.08125,0.08125,0.56625,0.3125,0.0,7.0,4.0,,False,12,1.0,12,0.010184000493609346,0.03125,0.4,
bursty,13,13,adaptive,12,800,0.1,800,62,45,17,48,28,188,28,160,160,0,0,0.14893617021276595,0.851063829787234,0.06,0.05625,0.035,1.7142857142857142,1.0,7.0,7.0,,False,12,1.0,11,2.373082749909372,0.17142857142857143,0.7000000000000001,
bursty,14,14,sequential,12,800,0.1,800,57,42,15,42,0,212,42,170,170,0,0,0.19811320754716982,0.8018867924528302,0.0525,0.0525,0.0,1.2857142857142858,0.5,8.0,1.0,,False,12,1.0,11,0.0005254999996395782,0.1285714285714286,0.1,
bursty,14,14,random,12,800,0.1,800,56,36,20,37,247,212,30,182,181,1,0,0.14150943396226415,0.8584905660377359,0.04625,0.045,0.30875,1.0666666666666667,1.0,5.0,14.0,,False,12,1.0,39,0.004023124674858991,0.10666666666666667,1.4000000000000001,
bursty,14,14,heuristic,12,800,0.1,800,101,83,18,86,412,212,41,171,170,1,0,0.19339622641509435,0.8066037735849056,0.1075,0.10375,0.515,0.3170731707317073,0.0,5.0,1.0,,False,12,1.0,12,0.010397373953310307,0.03170731707317073,0.1,
bursty,14,14,adaptive,12,800,0.1,800,109,90,19,92,42,212,39,173,172,1,0,0.18396226415094338,0.8160377358490566,0.115,0.1125,0.0525,1.435897435897436,1.0,8.0,1.0,,False,12,1.0,11,2.568635750467365,0.1435897435897436,0.1,
bursty,15,15,sequential,12,800,0.1,800,57,40,17,42,0,199,40,159,157,2,0,0.20100502512562815,0.7989949748743719,0.0525,0.05,0.0,1.175,1.0,8.0,11.0,,False,12,1.0,11,0.0005452498589875177,0.11750000000000001,1.1,
bursty,15,15,random,12,800,0.1,800,46,36,10,37,242,199,32,167,166,1,0,0.16080402010050251,0.8391959798994975,0.04625,0.045,0.3025,0.90625,1.0,4.0,10.0,,False,12,1.0,38,0.004140500350331422,0.09062500000000001,1.0,
bursty,15,15,heuristic,12,800,0.1,800,109,95,14,95,405,199,41,158,158,0,0,0.20603015075376885,0.7939698492462312,0.11875,0.11875,0.50625,0.4634146341463415,0.0,8.0,11.0,,False,12,1.0,11,0.01022162483423017,0.04634146341463415,1.1,
bursty,15,15,adaptive,12,800,0.1,800,118,94,24,96,41,199,41,158,158,0,0,0.20603015075376885,0.7939698492462312,0.12,0.1175,0.05125,1.2682926829268293,1.0,6.0,11.0,,False,12,1.0,11,2.3446733751916327,0.12682926829268293,1.1,
bursty,16,16,sequential,12,800,0.1,800,56,36,20,37,0,229,36,193,192,1,0,0.1572052401746725,0.8427947598253275,0.04625,0.045,0.0,1.6666666666666667,1.5,6.0,9.0,,False,12,1.0,11,0.0005447502553579397,0.16666666666666669,0.9,
bursty,16,16,random,12,800,0.1,800,49,33,16,35,258,229,32,197,195,2,0,0.13973799126637554,0.8602620087336245,0.04375,0.04125,0.3225,0.6875,0.0,3.0,18.0,,False,12,1.0,29,0.0039549993016407825,0.06875,1.8,
bursty,16,16,heuristic,12,800,0.1,800,114,99,15,100,402,229,44,185,185,0,0,0.19213973799126638,0.8078602620087336,0.125,0.12375,0.5025,0.3409090909090909,0.0,4.0,5.0,,False,12,1.0,12,0.010070999487652443,0.03409090909090909,0.5,
bursty,16,16,adaptive,12,800,0.1,800,126,112,14,114,37,229,51,178,176,2,0,0.22270742358078602,0.777292576419214,0.1425,0.14,0.04625,1.0980392156862746,1.0,4.0,9.0,,False,12,1.0,11,2.4400789993524086,0.10980392156862746,0.9,
bursty,17,17,sequential,12,800,0.1,800,59,41,18,41,0,229,41,188,188,0,0,0.17903930131004367,0.8209606986899564,0.05125,0.05125,0.0,1.1951219512195121,1.0,10.0,3.0,,False,12,1.0,11,0.0006372497227857821,0.11951219512195121,0.30000000000000004,
bursty,17,17,random,12,800,0.1,800,49,37,12,37,259,229,30,199,199,0,0,0.13100436681222707,0.868995633187773,0.04625,0.04625,0.32375,1.1,0.0,6.0,13.0,,False,12,1.0,27,0.00410312510211952,0.11000000000000001,1.3,
bursty,17,17,heuristic,12,800,0.1,800,97,82,15,84,381,229,42,187,187,0,0,0.18340611353711792,0.8165938864628821,0.105,0.1025,0.47625,0.30952380952380953,0.0,3.0,3.0,,False,12,1.0,13,0.009829750670178328,0.030952380952380953,0.30000000000000004,
bursty,17,17,adaptive,12,800,0.1,800,123,102,21,107,39,229,51,178,175,3,0,0.22270742358078602,0.777292576419214,0.13375,0.1275,0.04875,0.7843137254901961,0.0,8.0,3.0,,False,12,1.0,11,2.3073686251518666,0.0784313725490196,0.30000000000000004,
bursty,18,18,sequential,12,800,0.1,800,60,45,15,46,0,220,45,175,174,1,0,0.20454545454545456,0.7954545454545454,0.0575,0.05625,0.0,0.9777777777777777,1.0,7.0,9.0,,False,12,1.0,11,0.0005561247598961927,0.09777777777777778,0.9,
bursty,18,18,random,12,800,0.1,800,49,33,16,35,250,220,33,187,185,2,0,0.15,0.85,0.04375,0.04125,0.3125,0.9090909090909091,0.0,7.0,13.0,,False,12,1.0,19,0.004149875348957721,0.09090909090909091,1.3,
bursty,18,18,heuristic,12,800,0.1,800,96,78,18,80,419,220,38,182,180,2,0,0.17272727272727273,0.8272727272727273,0.1,0.0975,0.52375,0.07894736842105263,0.0,2.0,16.0,,False,12,1.0,11,0.010829374987224583,0.007894736842105263,1.6,
bursty,18,18,adaptive,12,800,0.1,800,122,102,20,104,37,220,41,179,179,0,0,0.18636363636363637,0.8136363636363636,0.13,0.1275,0.04625,0.975609756097561,1.0,5.0,9.0,,False,12,1.0,11,2.3734402497211704,0.0975609756097561,0.9,
bursty,19,19,sequential,12,800,0.1,800,58,43,15,44,0,231,43,188,187,1,1,0.18614718614718614,0.8138528138528138,0.055,0.05375,0.0,1.5813953488372092,0.0,9.0,21.0,,False,12,1.0,11,0.0005758747647632845,0.15813953488372093,2.1,
bursty,19,19,random,12,800,0.1,800,63,38,25,38,252,231,35,196,196,0,1,0.15151515151515152,0.8484848484848485,0.0475,0.0475,0.315,1.2571428571428571,0.0,9.0,12.0,,False,12,1.0,43,0.004116250238439534,0.12571428571428572,1.2000000000000002,
