metric,strategy_a,strategy_b,n,mean_a,mean_b,mean_diff,cohen_d,t_statistic,t_pvalue,wilcoxon_statistic,wilcoxon_pvalue,significant_0_05,note,scenario
scan_efficiency,heuristic,adaptive,30,0.21358333333333335,0.14204166666666668,-0.07154166666666666,-0.753823532354138,-4.128861530485868,0.000281647163555807,65.5,0.0005925461788552571,True,,high_noise
on_target_scan_rate,heuristic,adaptive,30,0.3551666666666666,0.23825,-0.11691666666666664,-0.7658637901287674,-4.194808738299282,0.00023516662374127036,65.0,0.0005700669077000157,True,,high_noise
redundant_scan_rate,heuristic,adaptive,30,0.218875,0.023125000000000003,-0.19575,-2.128751855133387,-11.659654103875257,1.8167679283319384e-12,0.0,1.7333066441991056e-06,True,,high_noise
detection_rate,sequential,adaptive,30,0.5941937074701849,0.4923877322731622,-0.10180597519702256,-1.519567421606974,-8.323013544641027,3.562424197434366e-09,0.0,2.5630832507250074e-06,True,,normal
mean_detection_delay_slots,sequential,adaptive,30,4.324605014510095,3.185310565109636,-1.1392944494004589,-1.41470936411485,-7.748682310394929,1.5193920362889142e-08,2.0,5.587935447692871e-09,True,,normal
scan_efficiency,sequential,adaptive,30,0.077375,0.406625,0.32925,10.263776378807137,56.217018478613575,3.7148048488655674e-31,0.0,1.7289484360195754e-06,True,,normal
on_target_scan_rate,sequential,adaptive,30,0.079625,0.4194166666666667,0.3397916666666667,10.3474408764738,56.67526780495727,2.9415832478017406e-31,0.0,1.7333066441991056e-06,True,,normal
redundant_scan_rate,sequential,adaptive,30,0.0,0.12275000000000001,0.12275000000000001,8.561987703080556,46.89593802059065,6.745459760233004e-29,0.0,1.7278603148724103e-06,True,,normal
detection_rate,random,adaptive,30,0.43547984977523846,0.4923877322731622,0.05690788249792385,0.8416358327956018,4.609829308267973,7.492929299060923e-05,38.0,0.0002857295449419778,True,,normal
mean_detection_delay_slots,random,adaptive,30,5.393856665640172,3.185310565109636,-2.208546100530536,-1.780068317917891,-9.749835716239064,1.1689093548664496e-10,0.0,1.862645149230957e-09,True,,normal
scan_efficiency,random,adaptive,30,0.06679166666666667,0.406625,0.3398333333333334,10.807947798359102,59.19756809499577,8.408767408155542e-32,0.0,1.732216233144114e-06,True,,normal
on_target_scan_rate,random,adaptive,30,0.06875,0.4194166666666667,0.3506666666666666,10.705575911160915,58.636854176267555,1.1056919063265183e-31,0.0,1.7300371292901245e-06,True,,normal
redundant_scan_rate,random,adaptive,30,0.30687499999999995,0.12275000000000001,-0.184125,-10.126245539187396,-55.463731046490004,5.474240302100254e-31,0.0,1.7300371292901245e-06,True,,normal
detection_rate,heuristic,adaptive,30,0.3571612569587863,0.4923877322731622,0.13522647531437598,1.8737734482147321,10.26307985241447,3.649654477027926e-11,7.0,3.5390257835388184e-08,True,,normal
mean_detection_delay_slots,heuristic,adaptive,30,2.1999829945844795,3.185310565109636,0.9853275705251563,0.692457027559572,3.7927433409735407,0.0007001853240848351,78.0,0.0009517744183540344,True,,normal
scan_efficiency,heuristic,adaptive,30,0.37137500000000007,0.406625,0.03525,0.4875762480233251,2.670565095461088,0.012282838272917608,134.0,0.0426517054438591,True,,normal
on_target_scan_rate,heuristic,adaptive,30,0.3829583333333334,0.4194166666666667,0.036458333333333336,0.4960752703638599,2.717116157987601,0.010990328605417316,130.0,0.034536734223365784,True,,normal
redundant_scan_rate,heuristic,adaptive,30,0.37754166666666666,0.12275000000000001,-0.25479166666666664,-3.2744113289148657,-17.934689473971396,3.079874317159449e-17,0.0,1.7333066441991056e-06,True,,normal
